Betreiber,Anzeigename (Karte),Strasse,Hausnummer,Adresszusatz,Postleitzahl,Ort,Kreis/kreisfreie Stadt,Bundesland,Breitengrad,Laengengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichtung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Steckertypen5,P5 [kW],Public Key5,Steckertypen6,P6 [kW],Public Key6
BP Europa SE,Aral Pulse,Bremer Strasse,300,,21077.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.438699,9.936156,2023-12-22,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Bremer Strasse,300,,21077.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.438699,9.936156,2023-12-22,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
E.ON Drive GmbH,,Raststï¿½tte Harburger Berge Ost,0,,21077.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.424065,9.966476,2020-01-27,"300,0",Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,AC Typ 2 Steckdose,"22,0",,,,,,,
E.ON Drive GmbH,,Raststï¿½tte Harburger Berge Ost,0,,21077.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.424065,9.966476,2020-01-27,"300,0",Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,AC Typ 2 Steckdose,"22,0",,,,,,,
E.ON Drive GmbH,,Raststï¿½tte Harburger Berge West,0,,21077.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.423998,9.962849,2020-01-27,"300,0",Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,AC Typ 2 Steckdose,"22,0",,,,,,,
E.ON Drive GmbH,,Raststï¿½tte Harburger Berge West,0,,21077.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.423998,9.962849,2020-01-27,"300,0",Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS),"300,0",,AC Typ 2 Steckdose,"22,0",,,,,,,
Allego GmbH,Allego,Groï¿½moorbogen,1,Metro,21079.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.461175,10.011347,2016-08-21,93,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,50,,AC Typ 2 Fahrzeugkupplung,43,,,,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Reinstorfweg,16,LDE_3167_T54-IT1-2020-068,21107.0,Hamburg-Wilhelmsburg,Kreisfreie Stadt Hamburg,Hamburg,53.501257,9.9928,2021-07-27,93,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,50,,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,44,,,,,,,,,,
Shell Deutschland GmbH,,Georgswerder Bogen,12,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.518259,10.022344,2020-10-01,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Georgswerder Bogen,12,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.518259,10.022344,2020-10-01,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Georgswerder Bogen,12,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.518848,10.019651,2022-12-16,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Shell Deutschland GmbH,,Georgswerder Bogen,12,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.518848,10.019651,2022-12-16,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
E.ON Drive Infrastructure GmbH,E.ON Drive Infrastructure,Raststï¿½tte Hamburg-Stillhorn West,0,BAB1,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.483845,10.024303,2023-09-21,98,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,,,,,,,,,,,,
E.ON Drive Infrastructure GmbH,E.ON Drive Infrastructure,Raststï¿½tte Hamburg-Stillhorn Ost,0,BAB1,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.484188,10.026537,2023-11-21,98,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Otto-Brenner-Str.,6,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.490281,10.018852,2022-11-18,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Otto-Brenner-Str.,6,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.490281,10.018852,2022-11-18,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",043996217EA1A75E72B3E9C11A2042F39F4A162872EF02273FA43EA305BB13581FEBA12072196F08F1B8D99F4B80D2F31F5175093BBD28F1D88BFB9EAB2AF9943A,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04EC0136F5AF465308DB1EB0FB9E63675CAAB0C759166F8AEB8C5A375C36E942EF3D235771E1E36182FFE32B4B64E92523CAE4AD1B033622C68C68E6916FC262D2,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",0499D6A911A3055F8DCF83389DFA66DD999A04106F88F1311A7CDEE131BA29EC9D3DC78E0D2101D1B40EF7A948ED90B21AA6C08611CA6E6348D2035C3DC514C011,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04E55DB9A83F789735133C40A1376577B3A86D9B5CF230C68B87E4B2B7EA0A06AF15D22779AABCEFA033D63D4A17505E63CBAAB31AA40DE88C0C4D34D1C09115EE,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",045AEB65275C40C2B6C819C56D6482C4707374A190019188350EF2401F9423B01A18B146C5A41916FC5692BF71B9C1955ED0A108F1576AC9589816A2E1C960A198,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",048677E67189CD9A7EC7DDB7B9BA580D21D99CEBB14AB3CA37C6481966691A236027609D26C3EFAEC0F36D0E26B3096AF5BC1B9C8CB949D7FD71133415C0B456F3,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04D117D0F8824F7A7D0C810C256A60713F5AD1BA0C1994B424632B3BD622EC7E7F97298E14B0FF282DB44D8E16922F78B4DF998DA8345B286DC95859BD3B981F06,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04654E7C17D4536737DCC4F1B0B8A0B4AD644C330E6E8B765125E3415EF22266CB38E7C4FA7407A8F225852D5A5FF2E0782E70272BB4F8259694DDCF07027903B1,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",046F0F9E6DC6447634C3D95EBD110FC516B9ADD1A7D3ADDC6CF62D071E4905CE52A7A88121DD3635E5CB35BBA3F5720625C431E1D4C7EEB38C0A34D35844E0A2B2,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",046553B4D2511319EAAA473BAD51E854F7D6231C5A13AF6A0AD3859D5BDC10D5769A1AFCB783406F378CF7D21A7B5700DD880286841CACEB61F72968A75F08DAE9,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04AD96D7C4EC284DF1C38380F527FB2A17D1A21CF7D667F9816757F6281A428E9ABEA1E622875D38C5FFD8B5EDF6E85AA0EFE7580F66CC2D639F82513B7A8415C4,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Stillhorner Weg,42,,21109.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4797870,10.0250820,2023-03-20,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",049211EE32997CD25F45CC947EEC4455526E1424DEF9BBF6AB8FFC48A04901AFA6F14F52FE19D9F6DE710B6B0FBEFA0816D433FB56FBD859081609607A6059F688,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Cuxhavener Str.,361,,21149.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.472475,9.848004,2022-05-13,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
Shell Deutschland GmbH,,Cuxhavener Str.,361,,21149.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.4725,9.8475,2022-08-31,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Cuxhavener Strasse,92,,21149.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.47178,9.89827,2019-10-26,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,150,,AC Typ 2 Steckdose,22,,AC Typ 2 Fahrzeugkupplung,22,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Cuxhavener Str.,382,,21149.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.473507,9.846235,2023-08-07,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
Shell Deutschland GmbH,,Ahrensburger Str.,35,,22041.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.578309,10.093591,2022-04-25,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
Shell Deutschland GmbH,,Ahrensburger Str.,35,,22041.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57813,10.093466,2022-12-08,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Wandsbeker Zollstrasse,95,,22041.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57684,10.0811,2023-01-26,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Wandsbeker Zollstrasse,95,,22041.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57684,10.0811,2023-01-26,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Shell Deutschland GmbH,,Jï¿½thornstrasse,49,,22043.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.567029,10.075123,2021-06-28,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Jï¿½thornstrasse,49,,22043.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.567029,10.075123,2021-06-28,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Jolt Energy GmbH,Jolt Energy GmbH,Schiffbeker Weg,299,,22043.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.569359,10.122854,2022-05-27,320,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,0408c6fd6006bf7c0a816b66267be3df4b4255b2649d15fd481cb9a6a816a11c2436d053c92dd5184b4c8286370923bc3b26494fbf027ac64f86b364838db451b6,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,048a2eae0e9e1a9a4ae4c4b5034050a61cfeefdbbf54d6a40a79627d6aa33bca5657d72fe7e6c229764543fc099d6e906c5b389e97cd09b99e8f8a20c3335394f3,,,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Barsbï¿½tteler Str.,45,,22043.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.571058,10.144132,2023-05-08,135,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),135,,DC Fahrzeugkupplung Typ Combo 2 (CCS),135,,,,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Ahrensburger Str.,156,,22045.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.582379,10.108181,2023-05-08,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),75,,DC Fahrzeugkupplung Typ Combo 2 (CCS),75,,,,,,,,,,,,,
Shell Deutschland GmbH,,Friedrich Ebert Damm,171,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.589492,10.200363,2020-11-05,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Friedrich Ebert Damm,171,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.589492,10.200363,2020-11-05,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Friedrich-Ebert-Damm,171,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.589581,10.100335,2023-03-31,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
Kaufland Dienstleistung GmbH & Co. KG,Kaufland,Helbingtwiete,7/9,KLAND_1690_T53-HU1-2317-010,22047.0,Hamburg-Wandsbeck,Kreisfreie Stadt Hamburg,Hamburg,53.587591,10.095035,2017-11-30,93,Schnellladeeinrichtung,2.0,AC Typ 2 Fahrzeugkupplung,43,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,50,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04543558DED663A5B3BC656E6452CDFDBDD1EA7BACC6E0C56CE5A64F24A665112F8B34D30D78472BA5A0D7CB2A224F78E797AF59E21849BD82E3F8E34D0AEE8DED,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",0475EB15D638112E0442DA1EED795CD4A6BC1E0697CEEC653E499B58FFC22B0280CAF38D5459D79FD736F78AC494394EE5AA4230E669E343DE2AF265479A2FB9DB,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",047BAD940670ED091FB85777B6639506BB73CD6A05979ED8D308A79FA1EF8489C77A8FE9EE99E0449A2B29CFD9A6A08C8D8D6CF5B6202838B431F3EBC4A9E0AFB7,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",0437FA9B45340A75CC6E5D5DBE4852ADFBBA366BE480994EE5E4CCBF0C56B03970DE8DA92724BFD3662836924623D230B553C98CC04E3EB5D1D8BA82A93374CAB7,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",045635E735953FEB3376A86FA859941622A372BBE681C0BA3E82735C254539716E75522F72C4D699D6E0933DD66FE620A7857662746F47757BF17A1E4626A55AB7,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04A0238A70C3A13AB6ACF288CB4017D8AC5372CE3B32C26684215F5473CB9F2F2B0D6A3E6645610928AC85C9062EC91991500878A69999F8E93B869E05C99D3E5F,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04C6E18E8E1829511A1246378C844B7658D936DF8515B9A208048F489F83E156A2786C4E805F9C1F6691D9C587A17A94611666D2D3EEBE14EB189A218789074CF9,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04F189416A7DCB33A9B161617ACD2E400D2D1E7DD09CE2D0689EA1B6C8BBD93546C56575D1170CC353CC07BD2C38198C67D97927B403ECCC27CFA57379A326F80C,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",0413F0ABD34760A74FDA57F80EB6B9E82D828182630455189E85C205659CBFA15C04731445D2B19EB962E70647FE7D8949D4D6888C152D90170EEE033D97383031,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",0419F79568EF17C37655AA9350F4876C7BC21C69E21F792E47244D83120F28E9AE601A9E5B5DA46EE6F181ED0DCF980CF621A3B3B19310C1C0C4886D5AF659DFB5,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04646508E8FEEAF4F82CD2CBF383E7DBDC0102CCAE618C0F5652DE453904D769239F7231254E438FBDB6B77579385D31FA8C32BE9590B01AD6C18D277D0AE4BEF7,,,,,,,,,,,,,,,
Tesla Germany GmbH,,Helbingtwiete,4,,22047.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5867590,10.0979860,2023-07-07,"250,0",Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"250,0",04A5BA176B091F41D9BF4A1408946AF03E079621359775CF5A17CD0B5EEB5DCF1324F877BC0C0AB4BCAE72081402C7879E2FC479E9E1B8E9A53AF21171F2C71B89,,,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Alter Teichweg,65,,22049.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.584064,10.058082,2023-11-08,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,AC Typ 2 Steckdose,22,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Alter Teichweg,65,,22049.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.584064,10.058082,2023-11-08,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Allego GmbH,Allego,Dehnhaide,57,,22081.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.579083,10.0466,2023-05-12,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,3056301006072A8648CE3D020106052B8104000A034200049B26A988B8A6D5F9D700928670E12482D7936CE35B4F8DB3825D9FD39CC70EE087378DA64F9CFF8A8B345E83876B73B99A3D5ACC76CF15089AF64DAF38EFCB22,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,3056301006072A8648CE3D020106052B8104000A03420004F5E552086A67BCBA33BB3700E4B7C796073652BEE77079605EED673E5CEBE15F47E7D15DABE585E422AC4E13ECA3B4F04AD451A9A2721727E6EC9512C0E485AD,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Dehnhaide,49,,22081.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57949,10.04501,2022-12-23,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Dehnhaide,49,,22081.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57949,10.04501,2022-12-24,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Allego GmbH,Allego,Weidestr.,122c,,22083.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.581831,10.027483,2023-02-01,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,3056301006072A8648CE3D020106052B8104000A03420004C67D118B50B6151A50F370C1794C6DF42A3F57D16F8EF38F11884AD557472046BCC2E4BFD031EFFC1B0F15C043277F9D6EF356CC353E43C509D6A9E11853FF7C,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,3056301006072A8648CE3D020106052B8104000A0342000475FFD4C4FC8A9DE900E89C35A151926204780038934546FD8DF946794ABB251AC5BED2C3ED55A28612A5ED19CA4D469FF540E37964837C83B8D2B20538D09A90,,,,,,,,,,,,
