_fid;zaehlstelle;bezeichnung;knoten;letzte_zaehlung;geom;coordinate_reference_system
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21554;276;Neuer Jungfernstieg N Esplanade;;05.01.2004;POINT (9.993709 53.558166);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21555;277;Dammtordamm N Esplanade;;05.01.2004;POINT (9.989422 53.558813);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21556;278;St. Benedictstraße NO Heilwigstraße;;05.01.2004;POINT (9.995425 53.583680);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21557;279;Heilwigstraße N Isestraße;;05.01.2004;POINT (9.993966 53.584564);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21558;280;Oderfelder Straße N Isestraße;;05.01.2004;POINT (9.988292 53.584854);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21559;281;Eppendorfer Baum SO Hegestraße;;05.01.2004;POINT (9.984140 53.583639);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21560;282;Lehmweg S Hegestraße;;05.01.2004;POINT (9.979782 53.581993);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21561;283;Martinistraße NO Lokstedter Steindamm;;05.01.2004;POINT (9.969629 53.586535);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21562;284;St. Pauli Hafenstraße W Helgoländer Allee;;05.01.2004;POINT (9.968101 53.546115);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21563;285;Feldstraße O Sternstraße;;05.01.2004;POINT (9.967573 53.557355);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21564;286;Platz der Republik W Max-Brauer-Allee;;05.01.2004;POINT (9.935413 53.550303);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21565;287;Julius-Leber-Straße W Harkortstraße;;05.01.2004;POINT (9.935064 53.555708);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21566;288;Plöner Straße O Schleswiger Straße;;05.01.2004;POINT (9.934085 53.566772);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21567;289;Holstenkamp W Große Bahnstraße;;05.01.2004;POINT (9.930650 53.573307);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21568;290;Basselweg / Sportplatzring;;23.01.2020;POINT (9.933717 53.592582);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21569;291;Luruper Chaussee SO Ebertallee;;05.01.2004;POINT (9.893079 53.573476);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21570;292;A7 AS HH-Stellingen;;20.10.2020;POINT (9.923316 53.595773);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21571;293;A7 AS HH-Bahrenfeld;;27.10.2020;POINT (9.899622 53.565095);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21572;294;Sierichstraße SO Hudtwalckerstraße;;05.01.2004;POINT (9.996966 53.593294);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21573;295;Krugkoppel SW Leinpfad;;05.01.2004;POINT (9.999098 53.579928);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21574;296;Budapester Straße / Simon-von-Utrecht-Straße;;02.11.2023;POINT (9.969137 53.551131);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21575;297;Kennedybrücke W Ferdinandstor;;05.01.2004;POINT (9.997926 53.557726);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21576;298;Lombardsbrücke W Ballindamm;;05.01.2004;POINT (9.997287 53.556886);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21577;299;Hudtwalckerstraße SW Sierichstraße;;05.01.2004;POINT (9.995085 53.593634);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21578;300;Reeperbahn W Millerntorplatz;;05.01.2004;POINT (9.968236 53.550024);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21579;301;Elbgaustraße / Farnhornweg;;18.06.2024;POINT (9.882601 53.593195);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21580;302;Halbmondsweg / Elbchaussee;;19.02.2019;POINT (9.889842 53.546606);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21581;303;Barsbütteler Straße / Holsteiner Tor;;20.08.2020;POINT (10.147964 53.569657);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21582;304;Wilhelmsburger Reichsstraße N AS HH-Wilhelmsburg;;05.01.2004;POINT (10.005039 53.511957);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21583;305;A255 S AS HH-Veddel;;05.01.2004;POINT (10.022292 53.525780);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21584;306;Eilbektal SW Mühlenstraße;;05.01.2004;POINT (10.057437 53.575876);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21585;307;Schwanenwik S Armgartstraße;;05.01.2004;POINT (10.016934 53.564721);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21586;308;Krausestraße SO Lämmersieth;;05.01.2004;POINT (10.054547 53.583551);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21587;309;Wilhelmsburger Brücke N Veddeler Straße;;05.01.2004;POINT (10.014977 53.522058);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21588;310;Hufnerstraße N Osterbekstraße;;05.01.2004;POINT (10.042198 53.585089);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21589;311;Adolph-Schönfelder-Straße / Hamburger Straße;;28.04.2021;POINT (10.035440 53.574999);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21590;312;Mühlendamm / Lübecker Straße;;20.02.2020;POINT (10.025927 53.558847);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21591;313;Eilbeker Weg SW Brauhausstraße;;05.01.2004;POINT (10.057905 53.574056);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21592;314;Krausestraße / Straßburger Straße;;18.08.2020;POINT (10.057195 53.580094);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21593;315;Sievekingsallee / Rennbahnstraße;;23.11.2022;POINT (10.083918 53.554811);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21594;316;Rennbahnstraße / Washingtonallee;;25.02.2020;POINT (10.084297 53.553684);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21595;317;Glinder Straße / Willinghusener Weg;;03.09.2020;POINT (10.152279 53.542846);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21596;318;"Jenfelder Allee / Rodigallee ";;20.08.2020;POINT (10.124592 53.570958);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21597;319;Saarlandstraße N Osterbekstraße;;05.01.2004;POINT (10.033671 53.584785);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21598;320;Barmbeker Straße N Weidestraße;;05.01.2004;POINT (10.019557 53.582093);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21599;321;Hofweg S Körnerstraße;;05.01.2004;POINT (10.013254 53.579422);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21600;322;Herbert-Weichmann-Straße N Am Langenzug;;05.01.2004;POINT (10.010021 53.577481);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21601;323;Amsinckstraße SO Süderstraße;;05.01.2004;POINT (10.030090 53.541273);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21602;324;Heidenkampsweg SO Bullerdeich;;05.01.2004;POINT (10.032848 53.542382);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21603;325;Eiffestraße O Ausschläger Weg;;05.01.2004;POINT (10.035522 53.552391);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21604;326;Borgfelder Straße O Ausschläger Weg;;05.01.2004;POINT (10.034039 53.554714);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21605;327;Bürgerweide O Alfredstraße;;05.01.2004;POINT (10.033142 53.557544);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21606;328;Mundsburger Damm NO Armgartstraße;;05.01.2004;POINT (10.019471 53.565365);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21607;329;Altmannbrücke O Klosterwall;;05.01.2004;POINT (10.007595 53.550391);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21608;330;Steintordamm O Steintorwall;;05.01.2004;POINT (10.007148 53.551923);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21609;331;Ernst-Merck-Straße NO Glockengießerwall;;05.01.2004;POINT (10.004333 53.554176);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21610;332;Ferdinandstor NO Lombardsbrücke;;05.01.2004;POINT (10.001809 53.556588);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21611;333;Versmannstraße / Baakenwerder Straße;;17.06.2014;POINT (10.023416 53.537969);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21612;334;Kuehnstraße SW Jenfelder Allee;;05.01.2004;POINT (10.125825 53.581553);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21613;335;Holstenhofweg N Gustav-Adolf-Straße;;05.01.2004;POINT (10.103489 53.575927);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21614;336;Horner Landstraße NW Horner Rampe;;05.01.2004;POINT (10.083653 53.547973);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21615;337;Ausschläger Allee / Ausschläger Elbdeich;;17.01.2023;POINT (10.067519 53.529403);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21616;338;Friedrichsberger Straße N Amselstraße;;05.01.2004;POINT (10.048553 53.576943);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21617;339;Hammer Landstraße W Schurzallee-Nord;;05.01.2004;POINT (10.067056 53.553615);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21618;340;Sievekingsallee W Horner Kreisel;;05.01.2004;POINT (10.066574 53.559660);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21619;341;Hammer Straße NW Horner Kreisel;;05.01.2004;POINT (10.069355 53.560354);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21620;342;Pappelallee SW Hammer Straße;;05.01.2004;POINT (10.060983 53.568483);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21621;343;Stormarner Straße NO Mühlenstraße;;05.01.2004;POINT (10.059031 53.576176);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21622;344;Alter Teichweg NO Lothringer Straße;;05.01.2004;POINT (10.056636 53.583128);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21623;345;Bramfelder Straße NO Flachsland;;05.01.2004;POINT (10.046996 53.583617);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21624;346;A24 O AS HH-Jenfeld (Landesgrenze);;05.01.2004;POINT (10.132959 53.567040);EPSG:4326
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21625;347;A24 NO AS HH-Horn;;05.01.2004;POINT (10.076806 53.561842);EPSG:4326
