_fid;zaehlstelle;bezeichnung;knoten;letzte_zaehlung;geom;coordinate_reference_system
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21493;214;Pinneberger Chaussee NW Wildacker (Landesgrenze);;05.01.2004;POINT (558549.000000 5941816.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21494;215;Norderstedt - Niendorfer Straße N Krohnstieg (Landesgrenze);;05.01.2004;POINT (565203.000000 5945256.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21495;216;Oldesloer Straße NO Swebenweg (Landesgrenze);;04.01.2016;POINT (562773.000000 5945060.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21496;217;A7 AS HH-Schnelsen-Nord;;13.08.2019;POINT (561484.000000 5944475.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21497;218;Schleswiger Damm NW AS HH-Schnelsen;;05.01.2004;POINT (560987.000000 5943333.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21498;219;Kollaustraße / Osterfeldstraße;;23.11.2022;POINT (563793.000000 5939429.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21499;220;Ohkamp S Flughafenstraße;;05.01.2004;POINT (567454.000000 5943843.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21500;221;Hummelsbütteler Landstraße N Brombeerweg;;05.01.2004;POINT (567860.000000 5942826.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21501;222;Karlshöher Weg / Berner Allee;;06.02.2020;POINT (575444.000000 5942875.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21502;223;Steilshooper Allee O Eichenlohweg;;05.01.2004;POINT (569275.000000 5940449.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21503;224;Alsterdorfer Damm NW Rathenaustraße;;05.01.2004;POINT (566226.000000 5940784.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21504;225;Hindenburgstraße NW Rathenaustraße;;05.01.2004;POINT (566810.000000 5940839.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21505;226;Sengelmannstraße NW Rathenaustraße;;05.01.2004;POINT (567346.000000 5941195.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21506;227;Tangstedter Landstraße S Am Ochsenzoll (Landesgrenze);;05.01.2004;POINT (568112.000000 5948563.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21507;228;Glashütter Landstraße N Glashütter Stieg (Landesgrenze);;05.01.2004;POINT (569123.000000 5948381.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21508;229;Harksheider Straße NW Kupferteichweg (Landesgrenze);;05.01.2004;POINT (569748.000000 5947813.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21509;230;Meiendorfer Straße / Oldenfelder Stieg;;06.02.2020;POINT (576477.000000 5941244.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21510;231;Halenreie S Buckhorn;;05.01.2004;POINT (576704.000000 5945823.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21511;232;Wellingsbütteler Landstraße / Fuhlsbüttler Straße;;28.03.2019;POINT (568202.000000 5942391.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21512;233;Fuhlsbüttler Straße S Meister-Bertram-Straße;;05.01.2004;POINT (568768.000000 5940210.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21513;234;Poppenbütteler Weg W Lademannbogen;;05.01.2004;POINT (568178.000000 5945079.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21514;235;Langenhorner Chaussee S Am Ochsenzoll (Landesgrenze);;05.01.2004;POINT (566094.000000 5948470.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21515;236;Lemsahler Landstraße N An der Alsterschleife;;05.01.2004;POINT (572067.000000 5947623.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21516;237;Saseler Damm W Poppenbüttler Landstraße;;05.01.2004;POINT (571853.000000 5945815.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21517;238;Bramfelder Chaussee / Wandsbeker Straße;;21.01.2020;POINT (570724.000000 5939693.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21518;239;August-Krogmann-Straße / Am Luisenhof;;20.08.2020;POINT (573891.000000 5940414.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21519;240;Langenhorner Chaussee / Erdkampsweg;;28.03.2019;POINT (567190.000000 5943349.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21520;241;Bramfelder Chaussee / Berner Chaussee;;21.01.2020;POINT (571474.000000 5941671.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21521;242;Jahnring / Saarlandstraße;;28.04.2021;POINT (568132.000000 5939533.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21522;243;Bergstedter Chaussee / Volksdorfer Grenzweg;;01.09.2020;POINT (575413.000000 5948064.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21523;244;Saseler Chaussee / Stadtbahnstraße;;01.09.2020;POINT (573160.000000 5945554.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21524;245;Brombeerweg N Ratsmühlendamm;;05.01.2004;POINT (567900.000000 5942565.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21525;246;Langenhorner Chaussee /  Krohnstieg;;04.02.2020;POINT (566782.000000 5944910.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21526;247;Ahrensburg - Hamburger Straße / K48;;06.02.2020;POINT (579155.000000 5944380.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21527;248;Rahlstedter Straße / Sieker Landstraße;;06.02.2020;POINT (577228.000000 5940308.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21528;249;Wedeler Landstraße W Schulauer Moorweg (Landesgrenze);;05.01.2004;POINT (548850.000000 5937616.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21529;250;Nincoper Straße O Nincoper Ort;;05.01.2004;POINT (553132.000000 5929771.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21530;251;Neuenfelder Hauptdeich / Am Rosengarten;;28.01.2020;POINT (553713.000000 5931418.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21531;252;Schenefelder Landstraße N Holtbarg (Landesgrenze);;05.01.2004;POINT (554441.000000 5937584.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21532;253;Schulauer Weg W Tinsdaler Heideweg (Landesgrenze);;05.01.2004;POINT (548710.000000 5935917.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21533;254;Elbchaussee NW Schenefelder Landstraße;;05.01.2004;POINT (554479.000000 5934984.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21534;255;Schenefelder Landstraße N Elbchaussee;;05.01.2004;POINT (554569.000000 5935016.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21535;256;Ottenser Marktplatz W Museumstraße;;05.01.2004;POINT (561857.000000 5933621.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21536;257;Klopstockstraße W Kaistraße;;05.01.2004;POINT (561857.000000 5933469.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21537;259;Messeplatz N St. Petersburger Straße;;05.01.2004;POINT (564671.000000 5935349.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21538;260;Eppendorfer Weg SW Falkenried;;05.01.2004;POINT (564523.000000 5937553.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21539;261;Ebertallee S Luruper Chaussee;;05.01.2004;POINT (559014.000000 5936360.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21540;262;Am Barls NW Rapsweg (Landesgrenze);;05.01.2004;POINT (556229.000000 5939006.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21541;263;Stresemannstraße O Tasköprüstraße;;05.01.2004;POINT (561765.000000 5935366.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21542;264;Stresemannstraße / Neuer Pferdemarkt;;16.06.2020;POINT (563843.000000 5934785.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21543;265;Finkenwerder Straße W Dradenauer Deichweg;;05.01.2004;POINT (559297.000000 5930074.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21544;266;Kieler Straße N Langenfelder Straße;;05.01.2004;POINT (562524.000000 5936022.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21545;267;Kieler Straße / Langenfelder Damm;;23.01.2020;POINT (561827.000000 5937568.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21546;268;Holstenstraße / Max-Brauer-Allee;;13.08.2020;POINT (562884.000000 5934838.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21547;269;Schäferkampsallee / Beim Schlump;;20.06.2024;POINT (564249.000000 5935843.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21548;270;Hoheluftchaussee / Gärtnerstraße;;29.10.2020;POINT (564187.000000 5937686.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21549;271;Rugenfeld / Osdorfer Landstraße;;25.08.2020;POINT (555433.000000 5936431.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21550;272;Baumwall W Niederbaumbrücke;;05.01.2004;POINT (564994.000000 5933260.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21551;273;Ludwig-Erhard-Straße W Admiralitätstraße;;05.01.2004;POINT (565179.000000 5933720.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21552;274;Stadthausbrücke N Neuer Wall;;05.01.2004;POINT (565320.000000 5933983.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21553;275;Jungfernstieg NW Neuer Wall;;05.01.2004;POINT (565751.000000 5934282.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21554;276;Neuer Jungfernstieg N Esplanade;;05.01.2004;POINT (565824.000000 5934824.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21555;277;Dammtordamm N Esplanade;;05.01.2004;POINT (565539.000000 5934892.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21556;278;St. Benedictstraße NO Heilwigstraße;;05.01.2004;POINT (565898.000000 5937664.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21557;279;Heilwigstraße N Isestraße;;05.01.2004;POINT (565800.000000 5937761.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21558;280;Oderfelder Straße N Isestraße;;05.01.2004;POINT (565424.000000 5937788.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21559;281;Eppendorfer Baum SO Hegestraße;;05.01.2004;POINT (565151.000000 5937649.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21560;282;Lehmweg S Hegestraße;;05.01.2004;POINT (564865.000000 5937462.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21561;283;Martinistraße NO Lokstedter Steindamm;;05.01.2004;POINT (564186.000000 5937958.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21562;284;St. Pauli Hafenstraße W Helgoländer Allee;;05.01.2004;POINT (564146.000000 5933460.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21563;285;Feldstraße O Sternstraße;;05.01.2004;POINT (564094.000000 5934710.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21564;286;Platz der Republik W Max-Brauer-Allee;;05.01.2004;POINT (561974.000000 5933897.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21565;287;Julius-Leber-Straße W Harkortstraße;;05.01.2004;POINT (561943.000000 5934498.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21566;288;Plöner Straße O Schleswiger Straße;;05.01.2004;POINT (561862.000000 5935728.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21567;289;Holstenkamp W Große Bahnstraße;;05.01.2004;POINT (561625.000000 5936452.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21568;290;Basselweg / Sportplatzring;;23.01.2020;POINT (561800.000000 5938599.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21569;291;Luruper Chaussee SO Ebertallee;;05.01.2004;POINT (559137.000000 5936439.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21570;292;A7 AS HH-Stellingen;;20.10.2020;POINT (561107.000000 5938945.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21571;293;A7 AS HH-Bahrenfeld;;27.10.2020;POINT (559582.000000 5935512.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21572;294;Sierichstraße SO Hudtwalckerstraße;;05.01.2004;POINT (565985.000000 5938735.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21573;295;Krugkoppel SW Leinpfad;;05.01.2004;POINT (566147.000000 5937250.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21574;296;Budapester Straße / Simon-von-Utrecht-Straße;;02.11.2023;POINT (564207.000000 5934019.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21575;297;Kennedybrücke W Ferdinandstor;;05.01.2004;POINT (566104.000000 5934779.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21576;298;Lombardsbrücke W Ballindamm;;05.01.2004;POINT (566063.000000 5934685.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21577;299;Hudtwalckerstraße SW Sierichstraße;;05.01.2004;POINT (565860.000000 5938771.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21578;300;Reeperbahn W Millerntorplatz;;05.01.2004;POINT (564149.000000 5933895.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21579;301;Elbgaustraße / Farnhornweg;;18.06.2024;POINT (558416.000000 5938624.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21580;302;Halbmondsweg / Elbchaussee;;19.02.2019;POINT (558960.000000 5933447.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21581;303;Barsbütteler Straße / Holsteiner Tor;;20.08.2020;POINT (576021.000000 5936256.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21582;304;Wilhelmsburger Reichsstraße N AS HH-Wilhelmsburg;;05.01.2004;POINT (566647.000000 5929694.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21583;305;A255 S AS HH-Veddel;;05.01.2004;POINT (567769.000000 5931248.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21584;306;Eilbektal SW Mühlenstraße;;05.01.2004;POINT (570016.000000 5936855.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21585;307;Schwanenwik S Armgartstraße;;05.01.2004;POINT (567352.000000 5935575.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21586;308;Krausestraße SO Lämmersieth;;05.01.2004;POINT (569812.000000 5937706.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21587;309;Wilhelmsburger Brücke N Veddeler Straße;;05.01.2004;POINT (567290.000000 5930827.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21588;310;Hufnerstraße N Osterbekstraße;;05.01.2004;POINT (568992.000000 5937865.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21589;311;Adolph-Schönfelder-Straße / Hamburger Straße;;28.04.2021;POINT (568561.000000 5936736.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21590;312;Mühlendamm / Lübecker Straße;;20.02.2020;POINT (567957.000000 5934930.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21591;313;Eilbeker Weg SW Brauhausstraße;;05.01.2004;POINT (570050.000000 5936653.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21592;314;Krausestraße / Straßburger Straße;;18.08.2020;POINT (569993.000000 5937324.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21593;315;Sievekingsallee / Rennbahnstraße;;23.11.2022;POINT (571805.000000 5934538.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21594;316;Rennbahnstraße / Washingtonallee;;25.02.2020;POINT (571832.000000 5934413.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21595;317;Glinder Straße / Willinghusener Weg;;03.09.2020;POINT (576355.000000 5933278.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21596;318;"Jenfelder Allee / Rodigallee ";;20.08.2020;POINT (574471.000000 5936376.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21597;319;Saarlandstraße N Osterbekstraße;;05.01.2004;POINT (568428.000000 5937823.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21598;320;Barmbeker Straße N Weidestraße;;05.01.2004;POINT (567498.000000 5937510.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21599;321;Hofweg S Körnerstraße;;05.01.2004;POINT (567085.000000 5937207.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21600;322;Herbert-Weichmann-Straße N Am Langenzug;;05.01.2004;POINT (566874.000000 5936988.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21601;323;Amsinckstraße SO Süderstraße;;05.01.2004;POINT (568261.000000 5932979.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21602;324;Heidenkampsweg SO Bullerdeich;;05.01.2004;POINT (568442.000000 5933105.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21603;325;Eiffestraße O Ausschläger Weg;;05.01.2004;POINT (568603.000000 5934221.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21604;326;Borgfelder Straße O Ausschläger Weg;;05.01.2004;POINT (568501.000000 5934478.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21605;327;Bürgerweide O Alfredstraße;;05.01.2004;POINT (568437.000000 5934792.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21606;328;Mundsburger Damm NO Armgartstraße;;05.01.2004;POINT (567519.000000 5935649.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21607;329;Altmannbrücke O Klosterwall;;05.01.2004;POINT (566756.000000 5933972.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21608;330;Steintordamm O Steintorwall;;05.01.2004;POINT (566724.000000 5934142.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21609;331;Ernst-Merck-Straße NO Glockengießerwall;;05.01.2004;POINT (566534.000000 5934390.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21610;332;Ferdinandstor NO Lombardsbrücke;;05.01.2004;POINT (566363.000000 5934656.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21611;333;Versmannstraße / Baakenwerder Straße;;17.06.2014;POINT (567824.000000 5932605.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21612;334;Kuehnstraße SW Jenfelder Allee;;05.01.2004;POINT (574534.000000 5937556.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21613;335;Holstenhofweg N Gustav-Adolf-Straße;;05.01.2004;POINT (573065.000000 5936907.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21614;336;Horner Landstraße NW Horner Rampe;;05.01.2004;POINT (571799.000000 5933777.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21615;337;Ausschläger Allee / Ausschläger Elbdeich;;17.01.2023;POINT (570761.000000 5931695.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21616;338;Friedrichsberger Straße N Amselstraße;;05.01.2004;POINT (569426.000000 5936965.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21617;339;Hammer Landstraße W Schurzallee-Nord;;05.01.2004;POINT (570690.000000 5934388.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21618;340;Sievekingsallee W Horner Kreisel;;05.01.2004;POINT (570648.000000 5935060.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21619;341;Hammer Straße NW Horner Kreisel;;05.01.2004;POINT (570831.000000 5935140.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21620;342;Pappelallee SW Hammer Straße;;05.01.2004;POINT (570263.000000 5936036.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21621;343;Stormarner Straße NO Mühlenstraße;;05.01.2004;POINT (570121.000000 5936890.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21622;344;Alter Teichweg NO Lothringer Straße;;05.01.2004;POINT (569951.000000 5937661.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21623;345;Bramfelder Straße NO Flachsland;;05.01.2004;POINT (569312.000000 5937706.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21624;346;A24 O AS HH-Jenfeld (Landesgrenze);;05.01.2004;POINT (575032.000000 5935949.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21625;347;A24 NO AS HH-Horn;;05.01.2004;POINT (571322.000000 5935313.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21626;348;Berner Heerweg / Friedrich-Ebert-Damm SO;;20.08.2020;POINT (573496.000000 5938815.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21627;349;Tegelweg / Friedrich-Ebert-Damm;;20.08.2020;POINT (573390.000000 5938774.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21628;350;Friedrich-Ebert-Damm NO / Friedrich-Ebert-Damm SW;;20.08.2020;POINT (573451.000000 5938849.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21629;351;Bergedorfer Straße O Schurzallee-Nord;;05.01.2004;POINT (570786.000000 5933972.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21630;352;Bergedorfer Straße / AS Horner Rampe;;16.04.2019;POINT (571775.000000 5933463.000000);EPSG:25832
APP_KFZ_JAEHRLICHE_ZAEHLSTELLEN_21631;353;Bergedorfer Straße SO Rotenbrückenweg;;05.01.2004;POINT (574234.000000 5931927.000000);EPSG:25832
