_fid;zaehlstelle;bezeichnung;knoten;letzte_zaehlung;geom;coordinate_reference_system
APP_KFZ_PEGEL_37236;3126;Steinhauerdamm S Lübecker Straße T132;;05.01.2004;POINT (10.026007 53.558378);EPSG:4326
APP_KFZ_PEGEL_37237;3128;Lübecker Straße W Mühlendamm T133;;05.01.2004;POINT (10.025109 53.558701);EPSG:4326
APP_KFZ_PEGEL_37238;3137;Eilbeker Weg SW Brauhausstraße T219;;18.08.2020;POINT (10.057905 53.574056);EPSG:4326
APP_KFZ_PEGEL_37239;3142;Krausestraße N Dehnhaide T212;;05.01.2004;POINT (10.056935 53.580582);EPSG:4326
APP_KFZ_PEGEL_37240;3144;Straßburger Straße O Probsteier Straße T213;;05.01.2004;POINT (10.058106 53.580266);EPSG:4326
APP_KFZ_PEGEL_37241;3146;Krausestraße S Dehnhaide T215;;05.01.2004;POINT (10.057484 53.579579);EPSG:4326
APP_KFZ_PEGEL_37242;3148;Dehnhaide W Krausestraße T216;;05.01.2004;POINT (10.056239 53.579905);EPSG:4326
APP_KFZ_PEGEL_37243;3151;Sievekingsallee NW Rennbahnstraße T231;;26.08.2004;POINT (10.082093 53.555466);EPSG:4326
APP_KFZ_PEGEL_37244;3152;Rennbahnstraße N Hermannstal T228;;26.08.2004;POINT (10.082922 53.555989);EPSG:4326
APP_KFZ_PEGEL_37245;3154;Hermannstal O Rennbahnstraße T229;;26.08.2004;POINT (10.085593 53.554769);EPSG:4326
APP_KFZ_PEGEL_37246;3156;Rennbahnstraße S Hermannstal T230;;26.08.2004;POINT (10.084145 53.554225);EPSG:4326
APP_KFZ_PEGEL_37247;3165;Washingtonallee SO Bauerberg T233;;07.06.2012;POINT (10.085382 53.553018);EPSG:4326
APP_KFZ_PEGEL_37248;3166;Rennbahnstraße S Bauerberg T234;;26.08.2004;POINT (10.084256 53.552651);EPSG:4326
APP_KFZ_PEGEL_37249;3172;Willinghusener Weg N Glinder Straße (Landesgrenze) T246;;05.01.2004;POINT (10.152239 53.543592);EPSG:4326
APP_KFZ_PEGEL_37250;3174;Möllner Landstraße O Oststeinbeker Weg (Landesgrenze) T247;;27.09.2012;POINT (10.152806 53.542769);EPSG:4326
APP_KFZ_PEGEL_37251;3178;Glinder Straße W Oststeinbeker Weg T249;;05.01.2004;POINT (10.150643 53.543176);EPSG:4326
APP_KFZ_PEGEL_37252;3182;Jenfelder Allee N Rodigallee T242;;10.01.2008;POINT (10.124890 53.571386);EPSG:4326
APP_KFZ_PEGEL_37253;3184;Rodigallee O Jenfelder Allee T243;;24.08.2004;POINT (10.125574 53.570966);EPSG:4326
APP_KFZ_PEGEL_37254;3186;Schiffbeker Weg S Rodigallee T244;;24.08.2004;POINT (10.124417 53.570627);EPSG:4326
APP_KFZ_PEGEL_37255;3188;Rodigallee W Jenfelder Allee T245;;14.11.2006;POINT (10.123672 53.570984);EPSG:4326
APP_KFZ_PEGEL_37256;3192;Saarlandstraße N Osterbekstraße T208;;24.09.2020;POINT (10.033671 53.584785);EPSG:4326
APP_KFZ_PEGEL_37257;3202;Barmbeker Straße N Weidestraße T207;;23.01.2024;POINT (10.019557 53.582093);EPSG:4326
APP_KFZ_PEGEL_37258;3216;Hofweg S Körnerstraße T206;;24.09.2020;POINT (10.013254 53.579422);EPSG:4326
APP_KFZ_PEGEL_37259;3222;Herbert-Weichmann-Straße N Am Langenzug T205;;23.01.2024;POINT (10.010021 53.577481);EPSG:4326
APP_KFZ_PEGEL_37260;3235;Amsinckstraße SO Süderstraße T204;;18.01.2024;POINT (10.030090 53.541273);EPSG:4326
APP_KFZ_PEGEL_37261;3245;Heidenkampsweg SO Bullerdeich T203;;18.01.2024;POINT (10.032848 53.542382);EPSG:4326
APP_KFZ_PEGEL_37262;3254;Eiffestraße O Ausschläger Weg T202;;20.02.2020;POINT (10.035522 53.552391);EPSG:4326
APP_KFZ_PEGEL_37263;3264;Borgfelder Straße O Ausschläger Weg T201;;20.02.2020;POINT (10.034039 53.554714);EPSG:4326
APP_KFZ_PEGEL_37264;3274;Bürgerweide O Alfredstraße T200;;20.02.2020;POINT (10.033142 53.557544);EPSG:4326
APP_KFZ_PEGEL_37265;3283;Mundsburger Damm NO Armgartstraße T199;;20.02.2020;POINT (10.019471 53.565365);EPSG:4326
APP_KFZ_PEGEL_37266;3294;Altmannbrücke O Klosterwall T194;;23.01.2024;POINT (10.007595 53.550391);EPSG:4326
APP_KFZ_PEGEL_37267;3304;Steintordamm O Steintorwall T193;;28.02.2023;POINT (10.007148 53.551923);EPSG:4326
APP_KFZ_PEGEL_37268;3313;Ernst-Merck-Straße NO Glockengießerwall T192;;23.05.2023;POINT (10.004333 53.554176);EPSG:4326
APP_KFZ_PEGEL_37269;3323;Ferdinandstor NO Lombardsbrücke T191;;10.08.2021;POINT (10.001809 53.556588);EPSG:4326
APP_KFZ_PEGEL_37270;3336;Freihafenelbbrücke S Versmannstraße T317;;18.01.2024;POINT (10.022181 53.533071);EPSG:4326
APP_KFZ_PEGEL_37271;3347;Kuehnstraße SW Jenfelder Allee T241;;20.08.2020;POINT (10.125825 53.581553);EPSG:4326
APP_KFZ_PEGEL_37272;3352;Holstenhofweg N Gustav-Adolf-Straße T240;;20.08.2020;POINT (10.103489 53.575927);EPSG:4326
APP_KFZ_PEGEL_37273;3361;Horner Landstraße NW Horner Rampe T227;;25.02.2020;POINT (10.083653 53.547973);EPSG:4326
APP_KFZ_PEGEL_37274;3371;Ausschläger Allee NW Ausschläger Elbdeich T226;;10.09.2019;POINT (10.065824 53.530398);EPSG:4326
APP_KFZ_PEGEL_37275;3382;Friedrichsberger Straße N Amselstraße T225;;18.08.2020;POINT (10.048553 53.576943);EPSG:4326
APP_KFZ_PEGEL_37276;3398;Hammer Landstraße W Schurzallee-Nord T224;;22.03.2023;POINT (10.067056 53.553615);EPSG:4326
APP_KFZ_PEGEL_37277;3408;Sievekingsallee W Horner Kreisel T222;;23.01.2024;POINT (10.066574 53.559660);EPSG:4326
APP_KFZ_PEGEL_37278;3411;Hammer Straße NW Horner Kreisel T221;;18.08.2020;POINT (10.069355 53.560354);EPSG:4326
APP_KFZ_PEGEL_37279;3427;Pappelallee SW Hammer Straße T220;;18.08.2020;POINT (10.060983 53.568483);EPSG:4326
APP_KFZ_PEGEL_37280;3433;Stormarner Straße NO Mühlenstraße T217;;18.08.2020;POINT (10.059031 53.576176);EPSG:4326
APP_KFZ_PEGEL_37281;3443;Alter Teichweg NO Lothringer Straße T211;;23.11.2022;POINT (10.056636 53.583128);EPSG:4326
APP_KFZ_PEGEL_37282;3453;Bramfelder Straße NO Flachsland T210;;23.01.2024;POINT (10.046996 53.583617);EPSG:4326
APP_KFZ_PEGEL_37283;3464;A24 O AS HH-Jenfeld (Landesgrenze) T322;;05.09.2019;POINT (10.146947 53.564417);EPSG:4326
APP_KFZ_PEGEL_37284;3473;A24 NO AS HH-Horn T120;;05.09.2019;POINT (10.076806 53.561842);EPSG:4326
APP_KFZ_PEGEL_37285;3483;Berner Heerweg NO Friedrich-Ebert-Damm T47;;07.06.2006;POINT (10.111392 53.593347);EPSG:4326
APP_KFZ_PEGEL_37286;3486;Walddörferstraße S Friedrich-Ebert-Damm SO T95;;31.05.2007;POINT (10.110258 53.592746);EPSG:4326
APP_KFZ_PEGEL_37287;3497;Friedrich-Ebert-Damm SW Tegelweg T94;;22.02.2007;POINT (10.108517 53.592061);EPSG:4326
APP_KFZ_PEGEL_37288;3503;Friedrich-Ebert-Damm NO Friedrich-Ebert-Damm SW T374;;22.02.2007;POINT (10.110318 53.593905);EPSG:4326
APP_KFZ_PEGEL_37289;3514;Bergedorfer Straße O Schurzallee-Nord T314;;23.01.2024;POINT (10.068411 53.549863);EPSG:4326
APP_KFZ_PEGEL_37290;3522;Horner Rampe N AS Horner Rampe T84;;23.01.2024;POINT (10.084032 53.546846);EPSG:4326
APP_KFZ_PEGEL_37291;3525;Bergedorfer Straße SO AS Horner Rampe T82;;10.06.2004;POINT (10.086472 53.543732);EPSG:4326
APP_KFZ_PEGEL_37292;3526;Horner Rampe S AS Horner Rampe T83;;10.06.2004;POINT (10.083275 53.544390);EPSG:4326
APP_KFZ_PEGEL_37293;3535;Bergedorfer Straße SO Rotenbrückenweg T81;;25.02.2020;POINT (10.119958 53.531009);EPSG:4326
APP_KFZ_PEGEL_37294;3542;A1 N AS HH-Öjendorf (Landesgrenze) T60;;31.12.2020;POINT (10.149677 53.550377);EPSG:4326
APP_KFZ_PEGEL_37295;3556;A1 S AS HH-Öjendorf T56;;31.12.2020;POINT (10.143523 53.538247);EPSG:4326
APP_KFZ_PEGEL_37296;3563;An der Alster NO Schmilinskystraße T55;;23.01.2024;POINT (10.011998 53.560341);EPSG:4326
APP_KFZ_PEGEL_37297;3572;Andreas-Meyer-Straße N A1 AS HH-Moorfleet T79;;22.03.2023;POINT (10.090221 53.510492);EPSG:4326
APP_KFZ_PEGEL_37298;3574;A1 O AS HH-Moorfleet T80;;31.12.2020;POINT (10.098674 53.510208);EPSG:4326
APP_KFZ_PEGEL_37299;3576;Amandus-Stubbe-Straße S A1 AS HH-Moorfleet T358;;05.01.2004;POINT (10.090859 53.505380);EPSG:4326
APP_KFZ_PEGEL_37300;3584;Rothenhauschaussee O Speckenweg (Landesgrenze) T391;;03.09.2020;POINT (10.265755 53.471501);EPSG:4326
APP_KFZ_PEGEL_37301;3591;Andreas-Meyer-Straße NW Unterer Landweg T383;;05.01.2004;POINT (10.088639 53.511702);EPSG:4326
APP_KFZ_PEGEL_37302;3593;Unterer Landweg NO Andreas-Meyer-Straße T384;;05.01.2004;POINT (10.091182 53.513252);EPSG:4326
APP_KFZ_PEGEL_37303;3604;Horner Weg O Mettlerkampsweg T223;;18.08.2020;POINT (10.067451 53.555499);EPSG:4326
APP_KFZ_PEGEL_37304;3611;Kattensteert NW Schiffbeker Weg T239;;27.09.2012;POINT (10.106005 53.547930);EPSG:4326
APP_KFZ_PEGEL_37305;3613;Schiffbeker Weg NO Schiffbeker Höhe T236;;04.04.2023;POINT (10.107873 53.548362);EPSG:4326
APP_KFZ_PEGEL_37306;3615;Schiffbeker Höhe SO Schiffbeker Weg T237;;05.01.2004;POINT (10.108387 53.547225);EPSG:4326
APP_KFZ_PEGEL_37307;3617;Schiffbeker Weg SW Kattensteert T238;;27.09.2012;POINT (10.106536 53.546865);EPSG:4326
APP_KFZ_PEGEL_37308;3623;Stein-Hardenberg-Straße NO Tonndorfer Hauptstraße T48;;24.08.2004;POINT (10.119682 53.585746);EPSG:4326
APP_KFZ_PEGEL_37309;3624;Tonndorfer Hauptstraße O Stein-Hardenberg-Straße T49;;24.08.2004;POINT (10.120144 53.584915);EPSG:4326
APP_KFZ_PEGEL_37310;3627;Stein-Hardenberg-Straße SW Tonndorfer Hauptstraße T131;;09.11.2021;POINT (10.118184 53.585095);EPSG:4326
APP_KFZ_PEGEL_37311;3631;Bergedorfer Straße NW Heidhorst T320;;03.09.2020;POINT (10.165027 53.515198);EPSG:4326
APP_KFZ_PEGEL_37312;3643;Reinbeker Redder NO Bergedorfer Straße T51;;03.09.2020;POINT (10.169120 53.514304);EPSG:4326
APP_KFZ_PEGEL_37313;3655;Bergedorfer Straße SO Reinbeker Redder T50;;03.09.2020;POINT (10.169960 53.513037);EPSG:4326
APP_KFZ_PEGEL_37314;3667;Cuxhavener Straße SW Voßdrift (Landesgrenze) T308;;14.05.2024;POINT (9.807244 53.466687);EPSG:4326
APP_KFZ_PEGEL_37315;3678;Stader Straße W AS HH-Heimfeld T72;;28.01.2020;POINT (9.924018 53.470659);EPSG:4326
APP_KFZ_PEGEL_37316;3688;Moorburger Elbdeich W Waltershofer Straße T295;;28.01.2020;POINT (9.905709 53.496598);EPSG:4326
APP_KFZ_PEGEL_37317;3696;Ehestorfer Heuweg S Beim Bergwerk (Landesgrenze) T294;;01.10.2020;POINT (9.894832 53.456130);EPSG:4326
APP_KFZ_PEGEL_37318;3702;Ehestorfer Weg N Stadtscheide (Landesgrenze) T293;;01.10.2020;POINT (9.917940 53.447991);EPSG:4326
APP_KFZ_PEGEL_37319;3712;A7 N AS HH-Moorburg T333;;31.07.2020;POINT (9.913837 53.489021);EPSG:4326
APP_KFZ_PEGEL_37320;3716;A7 S AS HH-Moorburg T71;;31.07.2020;POINT (9.916588 53.475418);EPSG:4326
APP_KFZ_PEGEL_37321;3723;Bremer Straße NO Eißendorfer Mühlenweg T351;;27.09.2005;POINT (9.963629 53.448826);EPSG:4326
APP_KFZ_PEGEL_37322;3731;Friedhofstraße NW Reiherhoopweg T350;;27.09.2005;POINT (9.957623 53.450277);EPSG:4326
APP_KFZ_PEGEL_37323;3746;Ernst-Bergeest-Weg S Bremer Straße T352;;27.09.2005;POINT (9.955565 53.444433);EPSG:4326
APP_KFZ_PEGEL_37324;3747;Bremer Straße SW Ernst-Bergeest-Weg T353;;14.05.2024;POINT (9.952743 53.444168);EPSG:4326
APP_KFZ_PEGEL_37325;3751;Wilstorfer Straße NW Moorstraße T328;;14.05.2024;POINT (9.984690 53.457078);EPSG:4326
APP_KFZ_PEGEL_37326;3761;A7 NW AD Hamburg-Südwest T325;;15.12.2020;POINT (9.921140 53.439975);EPSG:4326
APP_KFZ_PEGEL_37327;3765;A7 SO AD Hamburg-Südwest T73;;13.11.2018;POINT (9.929962 53.434477);EPSG:4326
APP_KFZ_PEGEL_37328;3766;A261 S AD Hamburg-Südwest T324;;15.12.2020;POINT (9.928211 53.430086);EPSG:4326
APP_KFZ_PEGEL_37329;3775;A7 SO AS HH-Marmstorf (Landesgrenze) T74;;01.10.2020;POINT (9.941694 53.430664);EPSG:4326
APP_KFZ_PEGEL_37330;3786;Bremer Straße S Lürader Weg (Landesgrenze) T32;;06.03.2008;POINT (9.930900 53.425723);EPSG:4326
APP_KFZ_PEGEL_37331;3787;A261 Zubringer Lürade SW Bremer Straße T326;;06.03.2008;POINT (9.930500 53.428109);EPSG:4326
APP_KFZ_PEGEL_37332;3796;A261 S AS HH-Marmstorf/Lürade (Landesgrenze) T385;;01.10.2020;POINT (9.926367 53.420743);EPSG:4326
APP_KFZ_PEGEL_37333;3801;König-Georg-Deich NW Brücke des 17. Juni T75;;29.04.2004;POINT (9.995582 53.477770);EPSG:4326
APP_KFZ_PEGEL_37334;3805;Brücke des 17. Juni SO König-Georg-Deich T52;;07.02.2008;POINT (9.996350 53.475184);EPSG:4326
APP_KFZ_PEGEL_37335;3817;Kattwykdamm SW Kattwykbrücke T292;;13.02.2024;POINT (9.952045 53.494422);EPSG:4326
APP_KFZ_PEGEL_37336;3828;Hohe Straße W Harburger Umgehung T354;;01.10.2020;POINT (9.979577 53.451528);EPSG:4326
APP_KFZ_PEGEL_37337;3837;Bremer Straße SW Knoopstraße T355;;30.09.2020;POINT (9.979361 53.457184);EPSG:4326
APP_KFZ_PEGEL_37338;3847;Eißendorfer Straße SW Knoopstraße T356;;30.09.2020;POINT (9.976046 53.460376);EPSG:4326
APP_KFZ_PEGEL_37339;3851;Schwarzenbergstraße NW Zur Seehafenbrücke T357;;30.09.2020;POINT (9.976688 53.461440);EPSG:4326
APP_KFZ_PEGEL_37340;3866;Hittfelder Straße S Maldfeldstraße (Landesgrenze) T31;;14.05.2024;POINT (9.981356 53.419566);EPSG:4326
APP_KFZ_PEGEL_37341;3876;Vogteistraße S Reller (Landesgrenze) T291;;22.08.2019;POINT (10.013931 53.430180);EPSG:4326
APP_KFZ_PEGEL_37342;3882;A1 N AS HH-Harburg T77;;02.12.2019;POINT (10.022956 53.474456);EPSG:4326
APP_KFZ_PEGEL_37343;3886;A1 S AS HH-Harburg (Landesgrenze) T78;;31.12.2020;POINT (10.027421 53.456565);EPSG:4326
APP_KFZ_PEGEL_37344;3888;Neuländer Straße W AS HH-Harburg T76;;13.02.2024;POINT (10.019929 53.463209);EPSG:4326
APP_KFZ_PEGEL_37345;3908;A25 W AS HH-Neuallermöhe-West T375;;27.08.2019;POINT (10.138193 53.483544);EPSG:4326
APP_KFZ_PEGEL_37346;3912;Nettelnburger Landweg N A25 AS HH-Nettelnburg T302;;06.09.2007;POINT (10.177344 53.475300);EPSG:4326
APP_KFZ_PEGEL_37347;3918;A25 W AS HH-Nettelnburg T376;;06.09.2007;POINT (10.171540 53.474610);EPSG:4326
APP_KFZ_PEGEL_37348;3922;Curslacker Neuer Deich N A25 AS HH-Bergedorf T301;;22.03.2023;POINT (10.206156 53.476954);EPSG:4326
APP_KFZ_PEGEL_37349;3924;A25 O AS HH-Bergedorf T331;;27.08.2019;POINT (10.222584 53.477093);EPSG:4326
APP_KFZ_PEGEL_37350;3928;A25 W AS HH-Bergedorf T377;;06.09.2007;POINT (10.199473 53.474028);EPSG:4326
APP_KFZ_PEGEL_37351;3933;Lohbrügger Markt NO Lohbrügger Landstraße T300;;03.09.2020;POINT (10.206799 53.494854);EPSG:4326
APP_KFZ_PEGEL_37352;3943;Wentorfer Straße NO Am Brink T29;;18.04.2007;POINT (10.216359 53.486496);EPSG:4326
APP_KFZ_PEGEL_37353;3945;Am Brink SO Wentorfer Straße T30;;10.11.2020;POINT (10.216373 53.485956);EPSG:4326
APP_KFZ_PEGEL_37354;3948;Bergedorfer Straße W Am Brink T122;;22.03.2023;POINT (10.213984 53.486214);EPSG:4326
APP_KFZ_PEGEL_37355;3953;Binnenfeldredder NO Max-Eichholz-Ring (Landesgrenze) T316;;03.09.2020;POINT (10.222050 53.505693);EPSG:4326
APP_KFZ_PEGEL_37356;3964;Reinbeker Redder O Havighorster Weg (Landesgrenze) T315;;03.09.2020;POINT (10.213768 53.513454);EPSG:4326
APP_KFZ_PEGEL_37357;3974;A25 O AS HH-Curslack (Landesgrenze) T341;;20.10.2020;POINT (10.261151 53.469195);EPSG:4326
APP_KFZ_PEGEL_37358;3983;Sieker Landstraße NO Merkurring (Landesgrenze) T389;;06.02.2020;POINT (10.191633 53.609258);EPSG:4326
APP_KFZ_PEGEL_37359;3993;Stapelfelder Straße NO Weg Großlohe (Landesgrenze) T390;;06.02.2020;POINT (10.194224 53.605170);EPSG:4326
APP_KFZ_PEGEL_37360;4002;Lohe N Hoopwischen (Landesgrenze) T386;;01.09.2020;POINT (10.108910 53.714271);EPSG:4326
APP_KFZ_PEGEL_37361;4017;Oldesloer Straße SW Wunderbrunnen T388;;05.01.2015;POINT (9.927420 53.642402);EPSG:4326
APP_KFZ_PEGEL_37362;4028;Hohe-Schaar-Straße W Buschwerder Hauptdeich T392;;10.11.2022;POINT (9.983660 53.480251);EPSG:4326
APP_KFZ_PEGEL_37363;4032;Veddeler Straße N Georgswerder Bogen T393;;16.02.2017;POINT (10.015347 53.519241);EPSG:4326
APP_KFZ_PEGEL_37364;4044;Harburger Chaussee O Schlenzigstraße T394;;04.06.2024;POINT (10.001915 53.520191);EPSG:4326
APP_KFZ_PEGEL_37365;4052;Georg-Wilhelm-Straße N Bei der Wollkämmerei T395;;18.06.2009;POINT (9.991513 53.501023);EPSG:4326
APP_KFZ_PEGEL_37366;4054;Mengestraße O Georg-Wilhelm-Straße T396;;18.06.2009;POINT (9.991940 53.500570);EPSG:4326
APP_KFZ_PEGEL_37367;4056;Georg-Wilhelm-Straße S Bei der Wollkämmerei T397;;18.06.2009;POINT (9.991406 53.500314);EPSG:4326
APP_KFZ_PEGEL_37368;4058;Bei der Wollkämmerei W Georg-Wilhelm-Straße T398;;18.06.2009;POINT (9.990842 53.500687);EPSG:4326
APP_KFZ_PEGEL_37369;4062;Georg-Wilhelm-Straße N Pollhornweg T399;;09.05.2006;POINT (9.991690 53.483430);EPSG:4326
APP_KFZ_PEGEL_37370;4066;Georg-Wilhelm-Straße S Pollhornweg T400;;09.05.2006;POINT (9.991974 53.482681);EPSG:4326
APP_KFZ_PEGEL_37371;4068;Pollhornweg W Georg-Wilhelm-Straße T401;;09.05.2006;POINT (9.991333 53.482974);EPSG:4326
APP_KFZ_PEGEL_37372;4074;Stillhorner Weg O Altenfelder Weg T402;;14.05.2024;POINT (10.019943 53.479470);EPSG:4326
APP_KFZ_PEGEL_37373;4082;Bei St. Annen N Am Sandtorkai T403;;04.01.2016;POINT (9.997642 53.544389);EPSG:4326
APP_KFZ_PEGEL_37374;4083;Brooktorkai NO Bei St. Annen T404;;04.01.2016;POINT (9.998334 53.544293);EPSG:4326
APP_KFZ_PEGEL_37375;4086;Osakaallee S Am Sandtorkai T405;;04.01.2016;POINT (9.997977 53.543847);EPSG:4326
APP_KFZ_PEGEL_37376;4088;Am Sandtorkai W Bei St. Annen T406;;04.01.2016;POINT (9.997407 53.544013);EPSG:4326
APP_KFZ_PEGEL_37377;4092;Osakaallee N Überseeallee T407;;08.10.2015;POINT (9.999596 53.541460);EPSG:4326
APP_KFZ_PEGEL_37378;4094;Überseeallee O Osakaallee T408;;08.10.2015;POINT (10.000102 53.541159);EPSG:4326
APP_KFZ_PEGEL_37379;4098;Überseeallee W Osakaallee T409;;08.10.2015;POINT (9.999274 53.541247);EPSG:4326
APP_KFZ_PEGEL_37380;4102;Shanghaiallee N Überseeallee T410;;24.09.2020;POINT (10.003767 53.541075);EPSG:4326
