_fid;zaehlstelle;bezeichnung;knoten;letzte_zaehlung;geom;coordinate_reference_system
APP_KFZ_BEDARFSZAEHLSTELLEN_164139;6463;Kieler Straße / Zufahrt Post;;10.07.2007;POINT (9.920268 53.598026);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164140;6464;Kieler Straße / Zufahrt Post / T-Com / MaxBahr;;10.07.2007;POINT (9.921160 53.597381);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164141;6465;Zufahrt / Ausfahrt Post / T-Com / MaxBahr;;10.07.2007;POINT (9.920368 53.597081);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164142;6466;Kronsaalsweg / Zufahrt Post / T-Com / MaxBahr;;10.07.2007;POINT (9.918936 53.597919);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164143;6467;Kronsaalsweg / Zufahrt Post;;10.07.2007;POINT (9.919118 53.597981);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164144;6468;Neß-Hauptdeich / Parkplatz-Neß;;27.09.2007;POINT (9.842860 53.535261);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164145;6469;Neßtor / Neß-Hauptdeich;;27.09.2007;POINT (9.839633 53.529279);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164146;6470;Kieler Straße / A7 AS HH-Stellingen Knoten Südost;;20.10.2020;POINT (9.924285 53.595145);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164147;6471;Plöner Straße / Zufahrt Metro NW;;09.09.2010;POINT (9.938721 53.564066);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164148;6472;Finkenwerder Straße / A7 AS HH-Waltershof Knoten West;;01.06.2010;POINT (9.914104 53.514782);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164149;6473;Finkenwerder Straße / A7  AS HH-Waltershof Knoten Ost;;01.06.2010;POINT (9.921285 53.515545);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164150;6474;Schnackenburgallee / A7 AS HH-Volkspark Knoten West;;21.11.2019;POINT (9.914214 53.582908);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164151;6475;Schnackenburgallee / A7 AS HH-Volkspark Knoten Ost;;07.09.2010;POINT (9.916794 53.582061);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164152;6476;Luruper Chaussee / Ebertallee (Teilknoten SO);;16.01.2024;POINT (9.892752 53.573722);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164153;6477;Behringstraße / A7 AS HH-Othmarschen Knoten Ost;;13.08.2019;POINT (9.898627 53.557345);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164154;6478;Mengestraße / Wilhelmsburger Reichsstraße Ast West;;18.06.2009;POINT (9.995955 53.499494);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164155;6479;Hein-Hoyer-Straße / Spielbudenplatz;;13.01.2005;POINT (9.962440 53.549352);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164156;6480;Detlev-Bremer-Straße / Spielbudenplatz;;13.01.2005;POINT (9.964905 53.549565);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164157;6481;Reeperbahn / Spielbudenplatz;;13.01.2005;POINT (9.967205 53.549816);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164158;6482;Fruchtallee NW Emilienstraße;;07.09.2010;POINT (9.952432 53.571526);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164159;6483;Große Elbstraße W Carsten-Rehder-Straße;;11.09.2012;POINT (9.945333 53.544373);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164160;6484;Sternschanze W Dänenweg;;21.08.2012;POINT (9.967714 53.564213);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164161;6485;"Sternschanze O Dänenweg   ";;21.08.2012;POINT (9.969977 53.564104);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164162;6486;Aue-Hauptdeich S Osterfelddeich;;20.03.2012;POINT (9.884919 53.519001);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164163;6487;Finkenwerder Straße W Dradenaustraße T296;;04.09.2007;POINT (9.908453 53.513548);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164164;6488;BAB A7 N AS HH-Stellingen;;10.06.2010;POINT (9.923444 53.596770);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164165;6489;Hein-Saß-Weg W Doggerbankweg;;01.06.2006;POINT (9.870690 53.534890);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164166;6490;Farnhornweg W Elbgaustraße;;14.09.2006;POINT (9.881876 53.593209);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164167;6491;Adolphsplatz Parkplatz NW Mönkedamm;;02.09.2004;POINT (9.990596 53.549616);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164168;6492;Stresemannstraße O Ruhrstraße;;27.04.2010;POINT (9.928005 53.563548);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164169;6493;Wiesingerweg S Troplowitzstraße;;23.03.2004;POINT (9.961392 53.583042);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164170;6494;Wrangelstraße SO Troplowitzstraße;;23.03.2004;POINT (9.964669 53.584337);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164171;6495;Wrangelstraße NW Heckscherstraße;;23.03.2004;POINT (9.965765 53.583375);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164172;6496;Heckscherstraße SW Wrangelstraße;;23.03.2004;POINT (9.965889 53.582853);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164173;6497;Wiesingerweg NW Gärtnerstraße;;23.03.2004;POINT (9.963739 53.580632);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164174;6498;Heckscherstraße NO Quickbornstraße;;23.03.2004;POINT (9.961812 53.580225);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164175;6499;Gärtnerstraße SW Wrangelstraße;;08.02.2005;POINT (9.966090 53.581727);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164176;6500;Luruper Hauptstraße W Entenweg;;20.09.2005;POINT (9.854855 53.598178);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164177;6501;Brooktor S Brooktorkai;;29.09.2005;POINT (9.998137 53.543594);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164178;6502;Stresemannstraße O Alsenstraße;;29.09.2005;POINT (9.950590 53.562085);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164179;6503;Julius-Vosseler-Straße NO Hugh-Greene-Weg;;08.11.2005;POINT (9.948601 53.595342);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164180;6504;Kornhausbrücke S Dovenfleet;;22.05.2013;POINT (9.997093 53.546065);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164181;6505;Bahrenfelder Straße SO Nöltingstraße;;11.10.2006;POINT (9.928666 53.553771);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164182;6506;Große Rainstraße SW Kleine Rainstraße;;11.10.2006;POINT (9.930894 53.552801);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164183;6507;Gaußstraße S Barnerstraße;;11.10.2006;POINT (9.932620 53.557139);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164184;6508;Große Rainstraße SW Hohenesch;;11.10.2006;POINT (9.931951 53.553521);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164185;6509;Hohenesch O Abbestraße;;11.10.2006;POINT (9.931003 53.554338);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164186;6510;Große Rainstraße SW Gaußstraße;;11.10.2006;POINT (9.933539 53.554336);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164187;6511;Nernstweg W Gaußstraße;;11.10.2006;POINT (9.930631 53.555967);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164188;6512;Barnerstraße O Gaußstraße;;11.10.2006;POINT (9.933344 53.557124);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164189;6513;Steinhöft S Schaartorbrücke;;13.06.2007;POINT (9.982770 53.545402);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164190;6514;Plöner Straße O Schleswiger Straße;;26.06.2007;POINT (9.933511 53.566750);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164191;6515;Breitenfelder Straße NO Hoheluftchaussee;;25.09.2007;POINT (9.970332 53.584228);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164192;6516;Brooksbrücke S Bei den Mühren;;22.05.2013;POINT (9.989720 53.544437);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164193;6517;Niederbaumbrücke SO Baumwall;;22.05.2013;POINT (9.982794 53.543820);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164194;6518;Schmidts Breite S Wilmansstraße;;11.12.2007;POINT (9.987929 53.499246);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164195;6519;"Georg-Wilhelm-Straße S Mengestraße ";;11.12.2007;POINT (9.991283 53.499586);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164196;6520;Klütjenfelder Straße NW Brandenburger Straße;;01.09.2011;POINT (9.982126 53.525425);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164197;6521;Friedensallee W Borselstraße;;25.02.2009;POINT (9.924917 53.555598);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164198;6522;Friedensallee SO Hohenzollernring;;25.02.2009;POINT (9.918798 53.556760);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164199;6523;Grandkuhlenweg O Flurstraße;;02.09.2009;POINT (9.868466 53.584705);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164200;6524;Grandkuhlenweg  W Kressenweg;;02.09.2009;POINT (9.871247 53.584793);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164201;6525;"WegKleingartenverein716  N Rotenhäuser Straße    ";;16.06.2011;POINT (9.998583 53.507418);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164202;6526;Elbchaussee W Rulantweg;;08.09.2011;POINT (9.911534 53.546110);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164203;6527;"Gustav-Falke-Straße NO Heymannstraße  ";;09.04.2024;POINT (9.972730 53.572208);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164204;6528;Thadenstraße W Lerchenstraße;;27.10.2011;POINT (9.960491 53.556630);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164205;6529;Thadenstraße W Wohlers Allee;;13.09.2023;POINT (9.954102 53.557140);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164206;6530;Haubachstraße SW Gerichtstraße;;27.10.2011;POINT (9.939655 53.557821);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164207;6531;Chemnitzstraße O Hospitalstraße;;01.11.2011;POINT (9.947758 53.555644);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164208;6532;Hartungstraße W Schlüterstraße;;03.11.2011;POINT (9.985761 53.570214);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164209;6533;Schlüterstraße N Binderstraße;;04.07.2017;POINT (9.986423 53.568123);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164210;6534;Leinpfad N St. Benedictstraße;;25.10.2011;POINT (9.996337 53.585192);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164211;6535;"Leinpfad S  St. Benedictstraße  ";;25.10.2011;POINT (9.995902 53.582759);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164212;6536;Tornquiststraße O Emilienstraße;;29.03.2012;POINT (9.954901 53.573161);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164213;6537;Tornquiststraße W Emilienstraße;;29.03.2012;POINT (9.952600 53.573620);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164214;6538;Schulterblatt NW Amandastraße;;29.03.2012;POINT (9.959306 53.564937);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164215;6539;Weidenallee N Kloksweg;;29.03.2012;POINT (9.964013 53.568755);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164216;6540;Reiherdamm N Nehlsstraße;;19.06.2012;POINT (9.969401 53.531641);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164217;6541;Reeperbahn O Silbersackstraße;;16.10.2012;POINT (9.960554 53.549412);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164218;6542;"Reeperbahn-Nebenfahrbahn O Silbersackstraße ";;16.10.2012;POINT (9.960742 53.549680);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164219;6543;Schlüterstraße NW Moorweidenstraße;;04.07.2017;POINT (9.987435 53.564285);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164220;6544;Bornheide S Kroonhorst (Süd);;16.04.2013;POINT (9.851883 53.587880);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164221;6545;Lüttkamp SW Sprützmoor;;17.04.2013;POINT (9.879235 53.592644);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164222;6546;Haubachstraße NO Vereinsweg;;05.06.2013;POINT (9.941372 53.559030);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164223;6547;Georg-Wilhelm-Straße S Gert-Schwämmle-Weg;;25.04.2013;POINT (9.991692 53.502900);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164224;6548;Alsterufer S Fontenay;;30.06.2015;POINT (9.998191 53.563836);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164225;6549;Friedensallee NW Hegarstraße;;09.09.2014;POINT (9.909197 53.560258);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164226;6550;AS HH-Veddel / Veddeler Marktplatz / A255 (West);;09.06.2015;POINT (10.022865 53.528292);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164227;6551;Winterhuder Weg / Mundsburger Damm;;24.08.2022;POINT (10.027198 53.570153);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164228;6552;A1 AS HH-Billstedt  /  Bergedorfer Straße;;19.01.2012;POINT (10.133303 53.527368);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164229;6553;A24 AS HH-Jenfeld;;21.09.2004;POINT (10.122275 53.566737);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164230;6554;Am Pulverhof / Stein-Hardenberg-Straße;;16.05.2017;POINT (10.135234 53.594454);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164231;6555;Sonnenweg / Stein-Hardenberg-Straße;;15.09.2011;POINT (10.124306 53.588067);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164232;6556;Ölmühlenweg / Ahrensburger Straße;;11.11.2014;POINT (10.102266 53.580020);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164233;6557;Wandsbeker Marktstraße / Schloßstraße;;12.04.2022;POINT (10.065455 53.571571);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164234;6558;Brauhausstraße / Wandsbeker Chaussee;;25.04.2023;POINT (10.060777 53.570543);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164235;6559;Veddeler Straße / Harburger Chaussee;;13.04.2023;POINT (10.015136 53.521122);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164236;6560;Amsinckstraße / Billhorner Brückenstraße;;15.02.2011;POINT (10.033155 53.540734);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164237;6561;Lerchenfeld / Schürbeker Bogen;;24.08.2022;POINT (10.028249 53.569299);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164238;6562;Barmbeker Straße / Weidestraße;;12.06.2012;POINT (10.019873 53.581443);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164239;6563;Barmbeker Straße / Borgweg;;09.04.2013;POINT (10.015747 53.588885);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164240;6564;Grasweg / Barmbeker Straße;;11.06.2009;POINT (10.002192 53.592595);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164241;6565;"Hudtwalckerstraße / Winterhuder Marktplatz ";;11.06.2009;POINT (9.998809 53.594573);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164242;6566;Amsinckstraße / Süderstraße;;27.10.2004;POINT (10.025134 53.542880);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164243;6567;Sonnenweg / Tonndorfer Hauptstraße;;15.09.2011;POINT (10.124783 53.586103);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164244;6568;Jenfelder Allee / Kuehnstraße;;15.09.2011;POINT (10.126520 53.582140);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164245;6569;Am Stadtrand / Friedrich-Ebert-Damm;;09.11.2023;POINT (10.098827 53.588942);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164246;6570;Borgweg / Wiesendamm;;05.05.2022;POINT (10.015759 53.590026);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164247;6571;Saarlandstraße / Wiesendamm;;05.05.2022;POINT (10.033295 53.587961);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164248;6572;Hufnerstraße / Wiesendamm;;24.05.2018;POINT (10.041402 53.587109);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164249;6573;Fuhlsbüttler Straße / Wiesendamm;;27.03.2007;POINT (10.046432 53.586481);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164250;6574;Hufnerstraße / Drosselstraße;;21.01.2020;POINT (10.042401 53.589033);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164251;6575;Fuhlsbüttler Straße / Drosselstraße;;27.03.2007;POINT (10.045803 53.588545);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164252;6576;Fuhlsbüttler Straße / Hellbrookstraße;;19.03.2014;POINT (10.044439 53.591433);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164253;6577;"Holstenhofweg / Schimmelmannstraße  ";;10.04.2008;POINT (10.104946 53.572157);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164254;6578;"Veddeler Bogen / Georgswerder Bogen ";;31.08.2021;POINT (10.019333 53.518794);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164255;6579;Kirchenallee / Steintordamm;;30.08.2022;POINT (10.008843 53.552124);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164256;6580;Steintorwall / Steinstraße;;25.05.2023;POINT (10.006352 53.550168);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164257;6581;Lombardsbrücke / Ballindamm;;16.06.2020;POINT (10.000716 53.555689);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164258;6582;An der Alster / Kennedybrücke;;23.11.2006;POINT (10.003004 53.557333);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164259;6583;Sechslingspforte / Lübeckertordamm;;15.07.2008;POINT (10.023445 53.558571);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164260;6584;Schwanenwik / Sechslingspforte;;11.06.2014;POINT (10.015376 53.562712);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164261;6585;"Schwanenwik / Mundsburger Damm   ";;14.06.2012;POINT (10.016870 53.563913);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164262;6586;"Washingtonallee / Horner Landstraße   ";;06.10.2016;POINT (10.095871 53.542432);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164263;6587;Steinbeker Hauptstraße / Rotenbrückenweg;;09.11.2006;POINT (10.119201 53.532059);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164264;6588;Wöhlerstraße / Borsigstraße;;17.01.2023;POINT (10.080798 53.531899);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164265;6589;Billstraße / Ausschläger Billdeich;;17.01.2023;POINT (10.044227 53.539901);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164266;6590;Billhorner Deich / Vierländer Damm;;17.01.2023;POINT (10.041673 53.534224);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164267;6591;Andreas-Meyer-Straße / Halskestraße;;28.04.2009;POINT (10.088028 53.511986);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164268;6592;Steintorwall / Mönckebergstraße;;14.09.2021;POINT (10.005846 53.551772);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164269;6593;Glockengießerwall / Georgsplatz;;27.03.2008;POINT (10.003756 53.554019);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164270;6594;Kirchenallee / Ernst-Merck-Straße;;30.08.2022;POINT (10.007976 53.555008);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164271;6595;Adenauerallee / Kreuzweg;;08.09.2021;POINT (10.013350 53.552482);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164272;6596;Kurt-Schumacher-Allee / Kreuzweg;;08.09.2021;POINT (10.013294 53.551412);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164273;6597;Hammerbrookstraße / Beim Strohhause;;04.11.2004;POINT (10.019151 53.552675);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164274;6598;Borgfelder Straße / Anckelmannstraße;;30.11.2021;POINT (10.033206 53.554604);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164275;6599;Billhorner Deich / Billstraße;;17.01.2023;POINT (10.042847 53.540255);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164276;6600;Billhorner Deich / Ausschläger Billdeich;;15.02.2011;POINT (10.042708 53.539519);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164277;6601;Rote Brücke / Liebigstraße;;09.11.2006;POINT (10.107998 53.530041);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164278;6602;Billwerder Billdeich / Mittlerer Landweg;;23.06.2011;POINT (10.140248 53.502834);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164279;6603;Reclamstraße / Möllner Landstraße;;22.03.2023;POINT (10.110198 53.538597);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164280;6604;Hammer Straße / Jüthornstraße;;28.10.2020;POINT (10.067067 53.563053);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164281;6605;Robert-Schuman-Brücke / Jüthornstraße;;02.09.2020;POINT (10.076403 53.566799);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164282;6606;Rodigallee / Öjendorfer Damm;;28.03.2017;POINT (10.135904 53.570995);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164283;6607;Charlottenburger Straße / Schöneberger Straße;;04.05.2021;POINT (10.141404 53.583976);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164284;6608;Sechslingspforte / Barcastraße;;14.06.2012;POINT (10.016539 53.562091);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164285;6609;Mühlenstraße / Eilbeker Weg;;12.04.2022;POINT (10.058923 53.574308);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164286;6610;Am Stadtrand / Walddörferstraße;;07.06.2006;POINT (10.100512 53.584602);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164287;6611;"Mühlenkamp / Gertigstraße   ";;18.09.2018;POINT (10.011949 53.581061);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164288;6612;Mühlenkamp / Poelchaukamp;;09.04.2024;POINT (10.011198 53.581885);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164289;6613;Dorotheenstraße / Maria-Louisen-Straße;;10.05.2016;POINT (10.004254 53.588406);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164290;6614;Otto-Wels-Straße / Südring;;09.04.2013;POINT (10.015487 53.591889);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164291;6615;Saarlandstraße / Alte Wöhr;;19.09.2023;POINT (10.031638 53.596228);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164292;6616;Rübenkamp / Alte Wöhr;;11.04.2013;POINT (10.036866 53.597468);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164293;6617;Rübenkamp / Hellbrookstraße;;29.11.2012;POINT (10.038621 53.591385);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164294;6618;Adenauerallee / Nagelsweg;;04.11.2004;POINT (10.015737 53.552569);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164295;6619;Kurt-Schumacher-Allee / Nagelsweg;;30.11.2021;POINT (10.015842 53.551903);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164296;6620;Veddeler Straße / AS HH-Georgswerder;;19.03.2019;POINT (10.015436 53.518539);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164297;6621;Harvestehuder Weg / Alte Rabenstraße;;30.06.2015;POINT (10.001217 53.567317);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164298;6622;Berliner Tor / Beim Strohhause;;02.06.2022;POINT (10.024426 53.553556);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164299;6623;Lohmühlenstraße / Steindamm;;21.11.2017;POINT (10.020438 53.557231);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164300;6624;Lohmühlenstraße / Lange Reihe;;11.06.2014;POINT (10.014823 53.560388);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164301;6625;Kuhmühle / Graumannsweg;;10.05.2011;POINT (10.024480 53.563911);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164302;6626;Hofweg / Uhlenhorster Weg;;14.06.2012;POINT (10.018088 53.568747);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164303;6627;Ausschläger Weg / Hammer Deich;;30.03.2005;POINT (10.039828 53.546358);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164304;6628;Moorfleeter Deich / Tatenberger Weg;;21.04.2005;POINT (10.079981 53.501569);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164305;6629;Wendemuthstraße / Rüterstraße;;19.04.2011;POINT (10.074835 53.574633);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164306;6630;Bovestraße / Bahngärten;;13.09.2017;POINT (10.081657 53.571489);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164307;6631;Jenfelder Straße / Schimmelmannstraße;;18.05.2017;POINT (10.113819 53.576488);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164308;6632;Stein-Hardenberg-Straße / Tonndorfer Hauptstraße;;07.06.2006;POINT (10.118628 53.585315);EPSG:4326
