_fid;zaehlstelle;bezeichnung;knoten;letzte_zaehlung;geom;coordinate_reference_system
APP_KFZ_BEDARFSZAEHLSTELLEN_163791;6114;Fuhlsbüttler Straße / Schmuckshöhe;;09.02.2016;POINT (568621.000000 5940769.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163792;6115;Fuhlsbüttler Straße / Feuerbergstraße;;06.10.2015;POINT (568498.000000 5941114.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163793;6116;Fuhlsbüttler Straße / Im Grünen Grunde;;09.02.2016;POINT (568267.000000 5942161.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163794;6117;Langenfort / Dennerstraße;;25.09.2012;POINT (568991.000000 5939369.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163795;6118;Buckhorn / Vörn Barkholt;;04.04.2013;POINT (576817.000000 5945962.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163796;6119;Halenreie / Waldweg (Nord);;09.11.2023;POINT (576704.000000 5945674.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163797;6120;"Weg beim Jäger / Obenhauptstraße  ";;20.06.2017;POINT (566604.000000 5942055.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163798;6121;"Am Ochsenzoll / Querpfad  ";;25.10.2012;POINT (566407.000000 5948521.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163799;6122;Querpfad / Stockflethweg;;25.10.2012;POINT (566417.000000 5948347.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163800;6123;Tangstedter Landstraße / Holitzberg;;30.09.2004;POINT (567915.000000 5947840.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163801;6124;Harksheider Straße / Langenhorner Straße;;24.05.2005;POINT (571013.000000 5946676.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163802;6125;Alte Wöhr / Lauensteinstraße;;25.09.2012;POINT (568890.000000 5939352.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163803;6126;Fiersbarg / Lemsahler Landstraße;;25.08.2005;POINT (572397.000000 5949596.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163804;6127;Fiersbarg / Huulkamp;;25.08.2005;POINT (572312.000000 5949675.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163805;6128;Wohldorfer Damm / Rügelsbarg;;06.11.2007;POINT (574584.000000 5948837.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163806;6129;Lottbeker Weg / Rügelsbarg;;06.11.2007;POINT (575040.000000 5948592.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163807;6130;Bergstedter Chaussee / Immenhorstweg;;03.04.2014;POINT (574016.000000 5946788.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163808;6131;Halenreie / Kattjahren;;13.08.2013;POINT (576748.000000 5945452.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163809;6132;Wellingsbüttler Weg / Barkenkoppel;;16.05.2024;POINT (571400.000000 5944128.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163810;6133;Hummelsbütteler Landstraße / Brombeerweg;;20.04.2017;POINT (567873.000000 5942751.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163811;6134;Olendörp / Röntgenstraße;;10.05.2022;POINT (567392.000000 5942141.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163812;6135;Carl-Cohn-Straße / Alsterdorfer Straße;;05.09.2023;POINT (566511.000000 5940298.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163813;6136;Fasanenweg / Schierenberg;;26.02.2019;POINT (575791.000000 5942316.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163814;6137;Meiendorfer Straße / Wildgansstraße;;06.05.2008;POINT (576982.000000 5941983.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163815;6138;Meiendorfer Straße / Schneehuhnkamp;;06.05.2008;POINT (576846.000000 5941807.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163816;6139;Meiendorfer Straße / Starckweg;;06.05.2008;POINT (576879.000000 5941849.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163817;6140;Oldenfelder Straße / Eggerskamp;;02.04.2009;POINT (576512.000000 5940837.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163818;6141;"Fuhlsbüttler Straße / Ausfahrt Friedhof ";;06.10.2015;POINT (568413.000000 5941668.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163819;6142;Fuhlsbüttler Straße / Alsterdorfer Straße;;06.10.2015;POINT (568364.000000 5941740.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163820;6143;Kupferdamm / Pulverhofsweg;;10.05.2022;POINT (574437.000000 5939437.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163821;6144;Friedrich-Ebert-Damm / Eckerkoppel;;07.06.2017;POINT (573679.000000 5939555.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163822;6145;Bannwarthstraße / Haldesdorfer Straße;;24.10.2019;POINT (571436.000000 5939625.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163823;6146;Gründgensstraße / Gustav-Seitz-Weg;;08.11.2012;POINT (570253.000000 5940738.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163824;6147;Fritz-Flinte-Ring (Ost) / Gründgensstraße;;08.11.2012;POINT (569623.000000 5940657.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163825;6148;Fritz-Flinte-Ring (West) / Gründgensstraße;;08.11.2012;POINT (569475.000000 5940715.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163826;6149;Gropiusring (West) / Gründgensstraße;;08.11.2012;POINT (569746.000000 5940621.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163827;6150;Schreyerring (West) / Gründgensstraße;;08.11.2012;POINT (569994.000000 5940673.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163828;6151;Schreyerring (Ost) / Gründgensstraße;;08.11.2012;POINT (570113.000000 5940713.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163829;6152;Vogtskamp / Alte Landstraße;;28.08.2012;POINT (570437.000000 5944374.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163830;6153;Sengelmannstraße / Alsterdorfer Markt;;24.02.2004;POINT (567685.000000 5940771.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163831;6154;Alte Landstraße (Landesgrenze) / Am Ochsenzoll;;25.10.2012;POINT (566341.000000 5948512.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_163832;6155;Hebebrandstraße / Zufahrt Krankenhaus;;06.10.2015;POINT (568537.000000 5940409.000000);EPSG:25832
