_fid;zaehlstelle;bezeichnung;knoten;letzte_zaehlung;geom;coordinate_reference_system
APP_KFZ_BEDARFSZAEHLSTELLEN_164154;6478;Mengestraße / Wilhelmsburger Reichsstraße Ast West;;18.06.2009;POINT (566064.000000 5928299.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164155;6479;Hein-Hoyer-Straße / Spielbudenplatz;;13.01.2005;POINT (563766.000000 5933815.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164156;6480;Detlev-Bremer-Straße / Spielbudenplatz;;13.01.2005;POINT (563929.000000 5933841.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164157;6481;Reeperbahn / Spielbudenplatz;;13.01.2005;POINT (564081.000000 5933871.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164158;6482;Fruchtallee NW Emilienstraße;;07.09.2010;POINT (563070.000000 5936273.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164159;6483;Große Elbstraße W Carsten-Rehder-Straße;;11.09.2012;POINT (562640.000000 5933246.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164160;6484;Sternschanze W Dänenweg;;21.08.2012;POINT (564093.000000 5935473.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164161;6485;"Sternschanze O Dänenweg   ";;21.08.2012;POINT (564243.000000 5935463.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164162;6486;Aue-Hauptdeich S Osterfelddeich;;20.03.2012;POINT (558672.000000 5930372.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164163;6487;Finkenwerder Straße W Dradenaustraße T296;;04.09.2007;POINT (560240.000000 5929785.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164164;6488;BAB A7 N AS HH-Stellingen;;10.06.2010;POINT (561114.000000 5939056.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164165;6489;Hein-Saß-Weg W Doggerbankweg;;01.06.2006;POINT (557707.000000 5932128.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164166;6490;Farnhornweg W Elbgaustraße;;14.09.2006;POINT (558368.000000 5938625.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164167;6491;Adolphsplatz Parkplatz NW Mönkedamm;;02.09.2004;POINT (565631.000000 5933870.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164168;6492;Stresemannstraße O Ruhrstraße;;27.04.2010;POINT (561464.000000 5935364.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164169;6493;Wiesingerweg S Troplowitzstraße;;23.03.2004;POINT (563646.000000 5937562.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164170;6494;Wrangelstraße SO Troplowitzstraße;;23.03.2004;POINT (563861.000000 5937709.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164171;6495;Wrangelstraße NW Heckscherstraße;;23.03.2004;POINT (563935.000000 5937603.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164172;6496;Heckscherstraße SW Wrangelstraße;;23.03.2004;POINT (563944.000000 5937545.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164173;6497;Wiesingerweg NW Gärtnerstraße;;23.03.2004;POINT (563805.000000 5937296.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164174;6498;Heckscherstraße NO Quickbornstraße;;23.03.2004;POINT (563678.000000 5937249.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164175;6499;Gärtnerstraße SW Wrangelstraße;;08.02.2005;POINT (563959.000000 5937420.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164176;6500;Luruper Hauptstraße W Entenweg;;20.09.2005;POINT (556573.000000 5939156.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164177;6501;Brooktor S Brooktorkai;;29.09.2005;POINT (566140.000000 5933207.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164178;6502;Stresemannstraße O Alsenstraße;;29.09.2005;POINT (562962.000000 5935221.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164179;6503;Julius-Vosseler-Straße NO Hugh-Greene-Weg;;08.11.2005;POINT (562781.000000 5938919.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164180;6504;Kornhausbrücke S Dovenfleet;;22.05.2013;POINT (566067.000000 5933481.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164181;6505;Bahrenfelder Straße SO Nöltingstraße;;11.10.2006;POINT (561522.000000 5934277.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164182;6506;Große Rainstraße SW Kleine Rainstraße;;11.10.2006;POINT (561671.000000 5934171.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164183;6507;Gaußstraße S Barnerstraße;;11.10.2006;POINT (561779.000000 5934655.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164184;6508;Große Rainstraße SW Hohenesch;;11.10.2006;POINT (561740.000000 5934252.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164185;6509;Hohenesch O Abbestraße;;11.10.2006;POINT (561676.000000 5934342.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164186;6510;Große Rainstraße SW Gaußstraße;;11.10.2006;POINT (561844.000000 5934344.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164187;6511;Nernstweg W Gaußstraße;;11.10.2006;POINT (561649.000000 5934523.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164188;6512;Barnerstraße O Gaußstraße;;11.10.2006;POINT (561827.000000 5934654.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164189;6513;Steinhöft S Schaartorbrücke;;13.06.2007;POINT (565119.000000 5933394.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164190;6514;Plöner Straße O Schleswiger Straße;;26.06.2007;POINT (561824.000000 5935725.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164191;6515;Breitenfelder Straße NO Hoheluftchaussee;;25.09.2007;POINT (564236.000000 5937702.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164192;6516;Brooksbrücke S Bei den Mühren;;22.05.2013;POINT (565581.000000 5933293.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164193;6517;Niederbaumbrücke SO Baumwall;;22.05.2013;POINT (565123.000000 5933218.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164194;6518;Schmidts Breite S Wilmansstraße;;11.12.2007;POINT (565532.000000 5928264.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164195;6519;"Georg-Wilhelm-Straße S Mengestraße ";;11.12.2007;POINT (565754.000000 5928305.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164196;6520;Klütjenfelder Straße NW Brandenburger Straße;;01.09.2011;POINT (565107.000000 5931171.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164197;6521;Friedensallee W Borselstraße;;25.02.2009;POINT (561271.000000 5934477.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164198;6522;Friedensallee SO Hohenzollernring;;25.02.2009;POINT (560864.000000 5934601.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164199;6523;Grandkuhlenweg O Flurstraße;;02.09.2009;POINT (557492.000000 5937668.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164200;6524;Grandkuhlenweg  W Kressenweg;;02.09.2009;POINT (557676.000000 5937680.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164201;6525;"WegKleingartenverein716  N Rotenhäuser Straße    ";;16.06.2011;POINT (566226.000000 5929183.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164202;6526;Elbchaussee W Rulantweg;;08.09.2011;POINT (560398.000000 5933410.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164203;6527;"Gustav-Falke-Straße NO Heymannstraße  ";;09.04.2024;POINT (564413.000000 5936367.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164204;6528;Thadenstraße W Lerchenstraße;;27.10.2011;POINT (563626.000000 5934623.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164205;6529;Thadenstraße W Wohlers Allee;;13.09.2023;POINT (563202.000000 5934674.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164206;6530;Haubachstraße SW Gerichtstraße;;27.10.2011;POINT (562244.000000 5934737.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164207;6531;Chemnitzstraße O Hospitalstraße;;01.11.2011;POINT (562784.000000 5934502.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164208;6532;Hartungstraße W Schlüterstraße;;03.11.2011;POINT (565279.000000 5936157.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164209;6533;Schlüterstraße N Binderstraße;;04.07.2017;POINT (565326.000000 5935925.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164210;6534;Leinpfad N St. Benedictstraße;;25.10.2011;POINT (565956.000000 5937833.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164211;6535;"Leinpfad S  St. Benedictstraße  ";;25.10.2011;POINT (565931.000000 5937562.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164212;6536;Tornquiststraße O Emilienstraße;;29.03.2012;POINT (563231.000000 5936457.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164213;6537;Tornquiststraße W Emilienstraße;;29.03.2012;POINT (563078.000000 5936506.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164214;6538;Schulterblatt NW Amandastraße;;29.03.2012;POINT (563535.000000 5935546.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164215;6539;Weidenallee N Kloksweg;;29.03.2012;POINT (563841.000000 5935975.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164216;6540;Reiherdamm N Nehlsstraße;;19.06.2012;POINT (564254.000000 5931851.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164217;6541;Reeperbahn O Silbersackstraße;;16.10.2012;POINT (563641.000000 5933820.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164218;6542;"Reeperbahn-Nebenfahrbahn O Silbersackstraße ";;16.10.2012;POINT (563653.000000 5933850.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164219;6543;Schlüterstraße NW Moorweidenstraße;;04.07.2017;POINT (565399.000000 5935499.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164220;6544;Bornheide S Kroonhorst (Süd);;16.04.2013;POINT (556390.000000 5938008.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164221;6545;Lüttkamp SW Sprützmoor;;17.04.2013;POINT (558194.000000 5938560.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164222;6546;Haubachstraße NO Vereinsweg;;05.06.2013;POINT (562356.000000 5934873.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164223;6547;Georg-Wilhelm-Straße S Gert-Schwämmle-Weg;;25.04.2013;POINT (565776.000000 5928674.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164224;6548;Alsterufer S Fontenay;;30.06.2015;POINT (566112.000000 5935459.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164225;6549;Friedensallee NW Hegarstraße;;09.09.2014;POINT (560223.000000 5934982.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164226;6550;AS HH-Veddel / Veddeler Marktplatz / A255 (West);;09.06.2015;POINT (567803.000000 5931528.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164227;6551;Winterhuder Weg / Mundsburger Damm;;24.08.2022;POINT (568023.000000 5936189.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164228;6552;A1 AS HH-Billstedt  /  Bergedorfer Straße;;19.01.2012;POINT (575125.000000 5931536.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164229;6553;A24 AS HH-Jenfeld;;21.09.2004;POINT (574325.000000 5935904.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164230;6554;Am Pulverhof / Stein-Hardenberg-Straße;;16.05.2017;POINT (575134.000000 5939001.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164231;6555;Sonnenweg / Stein-Hardenberg-Straße;;15.09.2011;POINT (574422.000000 5938279.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164232;6556;Ölmühlenweg / Ahrensburger Straße;;11.11.2014;POINT (572977.000000 5937361.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164233;6557;Wandsbeker Marktstraße / Schloßstraße;;12.04.2022;POINT (570554.000000 5936384.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164234;6558;Brauhausstraße / Wandsbeker Chaussee;;25.04.2023;POINT (570246.000000 5936265.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164235;6559;Veddeler Straße / Harburger Chaussee;;13.04.2023;POINT (567302.000000 5930723.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164236;6560;Amsinckstraße / Billhorner Brückenstraße;;15.02.2011;POINT (568465.000000 5932922.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164237;6561;Lerchenfeld / Schürbeker Bogen;;24.08.2022;POINT (568094.000000 5936095.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164238;6562;Barmbeker Straße / Weidestraße;;12.06.2012;POINT (567520.000000 5937438.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164239;6563;Barmbeker Straße / Borgweg;;09.04.2013;POINT (567235.000000 5938262.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164240;6564;Grasweg / Barmbeker Straße;;11.06.2009;POINT (566332.000000 5938662.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164241;6565;"Hudtwalckerstraße / Winterhuder Marktplatz ";;11.06.2009;POINT (566105.000000 5938879.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164242;6566;Amsinckstraße / Süderstraße;;27.10.2004;POINT (567930.000000 5933153.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164243;6567;Sonnenweg / Tonndorfer Hauptstraße;;15.09.2011;POINT (574457.000000 5938061.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164244;6568;Jenfelder Allee / Kuehnstraße;;15.09.2011;POINT (574579.000000 5937622.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164245;6569;Am Stadtrand / Friedrich-Ebert-Damm;;09.11.2023;POINT (572734.000000 5938350.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164246;6570;Borgweg / Wiesendamm;;05.05.2022;POINT (567234.000000 5938389.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164247;6571;Saarlandstraße / Wiesendamm;;05.05.2022;POINT (568398.000000 5938176.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164248;6572;Hufnerstraße / Wiesendamm;;24.05.2018;POINT (568936.000000 5938089.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164249;6573;Fuhlsbüttler Straße / Wiesendamm;;27.03.2007;POINT (569270.000000 5938024.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164250;6574;Hufnerstraße / Drosselstraße;;21.01.2020;POINT (568999.000000 5938304.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164251;6575;Fuhlsbüttler Straße / Drosselstraße;;27.03.2007;POINT (569225.000000 5938253.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164252;6576;Fuhlsbüttler Straße / Hellbrookstraße;;19.03.2014;POINT (569130.000000 5938573.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164253;6577;"Holstenhofweg / Schimmelmannstraße  ";;10.04.2008;POINT (573168.000000 5936489.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164254;6578;"Veddeler Bogen / Georgswerder Bogen ";;31.08.2021;POINT (567584.000000 5930468.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164255;6579;Kirchenallee / Steintordamm;;30.08.2022;POINT (566836.000000 5934166.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164256;6580;Steintorwall / Steinstraße;;25.05.2023;POINT (566674.000000 5933946.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164257;6581;Lombardsbrücke / Ballindamm;;16.06.2020;POINT (566292.000000 5934555.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164258;6582;An der Alster / Kennedybrücke;;23.11.2006;POINT (566441.000000 5934740.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164259;6583;Sechslingspforte / Lübeckertordamm;;15.07.2008;POINT (567793.000000 5934897.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164260;6584;Schwanenwik / Sechslingspforte;;11.06.2014;POINT (567252.000000 5935350.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164261;6585;"Schwanenwik / Mundsburger Damm   ";;14.06.2012;POINT (567349.000000 5935485.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164262;6586;"Washingtonallee / Horner Landstraße   ";;06.10.2016;POINT (572618.000000 5933173.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164263;6587;Steinbeker Hauptstraße / Rotenbrückenweg;;09.11.2006;POINT (574182.000000 5932043.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164264;6588;Wöhlerstraße / Borsigstraße;;17.01.2023;POINT (571637.000000 5931986.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164265;6589;Billstraße / Ausschläger Billdeich;;17.01.2023;POINT (569200.000000 5932840.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164266;6590;Billhorner Deich / Vierländer Damm;;17.01.2023;POINT (569040.000000 5932206.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164267;6591;Andreas-Meyer-Straße / Halskestraße;;28.04.2009;POINT (572150.000000 5929778.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164268;6592;Steintorwall / Mönckebergstraße;;14.09.2021;POINT (566638.000000 5934124.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164269;6593;Glockengießerwall / Georgsplatz;;27.03.2008;POINT (566496.000000 5934372.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164270;6594;Kirchenallee / Ernst-Merck-Straße;;30.08.2022;POINT (566774.000000 5934486.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164271;6595;Adenauerallee / Kreuzweg;;08.09.2021;POINT (567134.000000 5934210.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164272;6596;Kurt-Schumacher-Allee / Kreuzweg;;08.09.2021;POINT (567132.000000 5934091.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164273;6597;Hammerbrookstraße / Beim Strohhause;;04.11.2004;POINT (567518.000000 5934237.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164274;6598;Borgfelder Straße / Anckelmannstraße;;30.11.2021;POINT (568446.000000 5934465.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164275;6599;Billhorner Deich / Billstraße;;17.01.2023;POINT (569108.000000 5932878.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164276;6600;Billhorner Deich / Ausschläger Billdeich;;15.02.2011;POINT (569100.000000 5932796.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164277;6601;Rote Brücke / Liebigstraße;;09.11.2006;POINT (573443.000000 5931807.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164278;6602;Billwerder Billdeich / Mittlerer Landweg;;23.06.2011;POINT (575629.000000 5928814.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164279;6603;Reclamstraße / Möllner Landstraße;;22.03.2023;POINT (573574.000000 5932761.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164280;6604;Hammer Straße / Jüthornstraße;;28.10.2020;POINT (570675.000000 5935438.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164281;6605;Robert-Schuman-Brücke / Jüthornstraße;;02.09.2020;POINT (571287.000000 5935864.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164282;6606;Rodigallee / Öjendorfer Damm;;28.03.2017;POINT (575220.000000 5936392.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164283;6607;Charlottenburger Straße / Schöneberger Straße;;04.05.2021;POINT (575561.000000 5937842.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164284;6608;Sechslingspforte / Barcastraße;;14.06.2012;POINT (567330.000000 5935282.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164285;6609;Mühlenstraße / Eilbeker Weg;;12.04.2022;POINT (570117.000000 5936682.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164286;6610;Am Stadtrand / Walddörferstraße;;07.06.2006;POINT (572853.000000 5937869.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164287;6611;"Mühlenkamp / Gertigstraße   ";;18.09.2018;POINT (566996.000000 5937388.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164288;6612;Mühlenkamp / Poelchaukamp;;09.04.2024;POINT (566945.000000 5937479.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164289;6613;Dorotheenstraße / Maria-Louisen-Straße;;10.05.2016;POINT (566475.000000 5938198.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164290;6614;Otto-Wels-Straße / Südring;;09.04.2013;POINT (567213.000000 5938596.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164291;6615;Saarlandstraße / Alte Wöhr;;19.09.2023;POINT (568275.000000 5939094.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164292;6616;Rübenkamp / Alte Wöhr;;11.04.2013;POINT (568619.000000 5939237.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164293;6617;Rübenkamp / Hellbrookstraße;;29.11.2012;POINT (568745.000000 5938562.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164294;6618;Adenauerallee / Nagelsweg;;04.11.2004;POINT (567292.000000 5934222.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164295;6619;Kurt-Schumacher-Allee / Nagelsweg;;30.11.2021;POINT (567300.000000 5934148.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164296;6620;Veddeler Straße / AS HH-Georgswerder;;19.03.2019;POINT (567326.000000 5930436.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164297;6621;Harvestehuder Weg / Alte Rabenstraße;;30.06.2015;POINT (566307.000000 5935849.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164298;6622;Berliner Tor / Beim Strohhause;;02.06.2022;POINT (567866.000000 5934340.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164299;6623;Lohmühlenstraße / Steindamm;;21.11.2017;POINT (567596.000000 5934745.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164300;6624;Lohmühlenstraße / Lange Reihe;;11.06.2014;POINT (567219.000000 5935091.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164301;6625;Kuhmühle / Graumannsweg;;10.05.2011;POINT (567853.000000 5935492.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164302;6626;Hofweg / Uhlenhorster Weg;;14.06.2012;POINT (567422.000000 5936024.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164303;6627;Ausschläger Weg / Hammer Deich;;30.03.2005;POINT (568898.000000 5933554.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164304;6628;Moorfleeter Deich / Tatenberger Weg;;21.04.2005;POINT (571634.000000 5928611.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164305;6629;Wendemuthstraße / Rüterstraße;;19.04.2011;POINT (571170.000000 5936734.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164306;6630;Bovestraße / Bahngärten;;13.09.2017;POINT (571627.000000 5936391.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164307;6631;Jenfelder Straße / Schimmelmannstraße;;18.05.2017;POINT (573748.000000 5936980.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164308;6632;Stein-Hardenberg-Straße / Tonndorfer Hauptstraße;;07.06.2006;POINT (574051.000000 5937967.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164309;6633;Wilsonstraße / Schöneberger Straße;;10.01.2008;POINT (575020.000000 5937891.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164310;6634;Jenfelder Straße / Öjendorfer Damm;;18.05.2017;POINT (575122.000000 5936836.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164311;6635;"Kupferdamm  /  Sonnenweg ";;11.12.2008;POINT (574220.000000 5939078.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164312;6636;Bergedorfer Straße / Schurzallee-Nord;;05.05.2009;POINT (570683.000000 5933993.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164313;6637;"Niedergeorgswerder Deich / Kirchdorfer Straße ";;23.04.2024;POINT (568146.000000 5928805.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164314;6638;Rothenburgstraße / Ausschläger Allee;;29.01.2009;POINT (569908.000000 5931948.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164315;6639;Busbahnhof Billstedter Platz (Ost) / Reclamstraße;;18.10.2011;POINT (573397.000000 5933135.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164316;6640;Hammer Steindamm / Carl-Petersen-Straße;;22.04.2004;POINT (569776.000000 5934787.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164317;6641;Lohhof / Hammer Steindamm;;26.02.2004;POINT (569754.000000 5934783.000000);EPSG:25832
APP_KFZ_BEDARFSZAEHLSTELLEN_164318;6642;Busbahnhof Billstedter Platz (West) / Reclamstraße;;18.10.2011;POINT (573296.000000 5933196.000000);EPSG:25832
