_fid;zaehlstelle;bezeichnung;knoten;letzte_zaehlung;geom;coordinate_reference_system
APP_KFZ_PEGEL_37075;2172;A7 N AS HH-Schnelsen-Nord (Landesgrenze) T323;;13.08.2019;POINT (561515.000000 5945271.000000);EPSG:25832
APP_KFZ_PEGEL_37076;2173;Oldesloer Straße NO A7 AS HH-Schnelsen-Nord T106;;26.02.2008;POINT (561639.000000 5944570.000000);EPSG:25832
APP_KFZ_PEGEL_37077;2176;A7 S AS HH-Schnelsen-Nord T104;;26.02.2008;POINT (561281.000000 5943849.000000);EPSG:25832
APP_KFZ_PEGEL_37078;2177;Oldesloer Straße SW A7 AS HH-Schnelsen-Nord T105;;26.02.2008;POINT (561376.000000 5944303.000000);EPSG:25832
APP_KFZ_PEGEL_37079;2181;Schleswiger Damm NW AS HH-Schnelsen T58;;27.08.2020;POINT (560987.000000 5943333.000000);EPSG:25832
APP_KFZ_PEGEL_37080;2192;Kollaustraße N Osterfeldstraße T108;;05.01.2004;POINT (563743.000000 5939507.000000);EPSG:25832
APP_KFZ_PEGEL_37081;2194;Osterfeldstraße O Kollaustraße T109;;05.01.2004;POINT (563885.000000 5939387.000000);EPSG:25832
APP_KFZ_PEGEL_37082;2196;Lokstedter Steindamm S Osterfeldstraße T110;;05.01.2004;POINT (563878.000000 5939286.000000);EPSG:25832
APP_KFZ_PEGEL_37083;2198;Vogt-Wells-Straße W Lokstedter Steindamm T111;;29.09.2011;POINT (563710.000000 5939421.000000);EPSG:25832
APP_KFZ_PEGEL_37084;2206;Ohkamp S Flughafenstraße T309;;28.03.2019;POINT (567454.000000 5943843.000000);EPSG:25832
APP_KFZ_PEGEL_37085;2212;Hummelsbütteler Landstraße N Brombeerweg T318;;28.03.2019;POINT (567860.000000 5942826.000000);EPSG:25832
APP_KFZ_PEGEL_37086;2221;Karlshöher Weg NW Berner Heerweg T378;;26.09.2006;POINT (575389.000000 5942951.000000);EPSG:25832
APP_KFZ_PEGEL_37087;2223;Berner Heerweg NO Berner Brücke T379;;26.09.2006;POINT (575488.000000 5942969.000000);EPSG:25832
APP_KFZ_PEGEL_37088;2225;Berner Brücke SO Berner Heerweg T380;;26.09.2006;POINT (575510.000000 5942819.000000);EPSG:25832
APP_KFZ_PEGEL_37089;2227;Berner Heerweg SW Berner Allee T303;;26.09.2006;POINT (575403.000000 5942790.000000);EPSG:25832
APP_KFZ_PEGEL_37090;2228;Berner Allee W Berner Heerweg T260;;26.09.2006;POINT (575306.000000 5942851.000000);EPSG:25832
APP_KFZ_PEGEL_37091;2234;Steilshooper Allee O Eichenlohweg T299;;21.01.2020;POINT (569275.000000 5940449.000000);EPSG:25832
APP_KFZ_PEGEL_37092;2241;Alsterdorfer Damm NW Rathenaustraße T288;;28.03.2019;POINT (566226.000000 5940784.000000);EPSG:25832
APP_KFZ_PEGEL_37093;2251;Hindenburgstraße NW Rathenaustraße T287;;28.03.2019;POINT (566810.000000 5940839.000000);EPSG:25832
APP_KFZ_PEGEL_37094;2261;Sengelmannstraße NW Rathenaustraße T286;;28.03.2019;POINT (567346.000000 5941195.000000);EPSG:25832
APP_KFZ_PEGEL_37095;2276;Tangstedter Landstraße S Am Ochsenzoll (Landesgrenze) T270;;04.02.2020;POINT (568112.000000 5948563.000000);EPSG:25832
APP_KFZ_PEGEL_37096;2282;Glashütter Landstraße N Glashütter Stieg (Landesgrenze) T268;;04.02.2020;POINT (569123.000000 5948381.000000);EPSG:25832
APP_KFZ_PEGEL_37097;2291;Harksheider Straße NW Kupferteichweg (Landesgrenze) T267;;01.09.2020;POINT (569748.000000 5947813.000000);EPSG:25832
APP_KFZ_PEGEL_37098;2302;Meiendorfer Straße N Oldenfelder Stieg T253;;05.01.2004;POINT (576498.000000 5941285.000000);EPSG:25832
APP_KFZ_PEGEL_37099;2304;Oldenfelder Stieg O Bargteheider Straße T254;;05.01.2004;POINT (576524.000000 5941232.000000);EPSG:25832
APP_KFZ_PEGEL_37100;2306;Bargteheider Straße S Oldenfelder Stieg T255;;05.01.2004;POINT (576455.000000 5941205.000000);EPSG:25832
APP_KFZ_PEGEL_37101;2308;Berner Straße W Meiendorfer Straße T256;;05.01.2004;POINT (576439.000000 5941254.000000);EPSG:25832
APP_KFZ_PEGEL_37102;2316;Halenreie S Buckhorn T261;;06.02.2020;POINT (576704.000000 5945823.000000);EPSG:25832
APP_KFZ_PEGEL_37103;2323;Wellingsbütteler Landstraße NO Fuhlsbüttler Straße T282;;31.01.2013;POINT (568416.000000 5942653.000000);EPSG:25832
APP_KFZ_PEGEL_37104;2326;Fuhlsbüttler Straße S Wellingsbütteler Landstraße T283;;04.11.2008;POINT (568245.000000 5942338.000000);EPSG:25832
APP_KFZ_PEGEL_37105;2328;Wellingsbütteler Landstraße W Fuhlsbüttler Straße T284;;04.11.2008;POINT (568146.000000 5942405.000000);EPSG:25832
APP_KFZ_PEGEL_37106;2336;Fuhlsbüttler Straße S Meister-Bertram-Straße T281;;15.09.2020;POINT (568768.000000 5940210.000000);EPSG:25832
APP_KFZ_PEGEL_37107;2348;Poppenbütteler Weg W Lademannbogen T273;;04.02.2020;POINT (568178.000000 5945079.000000);EPSG:25832
APP_KFZ_PEGEL_37108;2356;Langenhorner Chaussee S Am Ochsenzoll (Landesgrenze) T271;;06.02.2024;POINT (566094.000000 5948470.000000);EPSG:25832
APP_KFZ_PEGEL_37109;2362;Lemsahler Landstraße N An der Alsterschleife (Landesgrenze) T263;;01.09.2020;POINT (572067.000000 5947623.000000);EPSG:25832
APP_KFZ_PEGEL_37110;2378;Saseler Damm W Poppenbüttler Landstraße T262;;06.02.2024;POINT (571853.000000 5945815.000000);EPSG:25832
APP_KFZ_PEGEL_37111;2383;Bramfelder Chaussee NO Werner-Otto-Straße T277;;05.01.2004;POINT (570755.000000 5939768.000000);EPSG:25832
APP_KFZ_PEGEL_37112;2385;Werner-Otto-Straße SO Bramfelder Chaussee T278;;05.01.2004;POINT (570762.000000 5939617.000000);EPSG:25832
APP_KFZ_PEGEL_37113;2387;Bramfelder Chaussee SW Werner-Otto-Straße T279;;05.01.2004;POINT (570689.000000 5939617.000000);EPSG:25832
APP_KFZ_PEGEL_37114;2392;August-Krogmann-Straße N Am Luisenhof T257;;18.11.2004;POINT (573887.000000 5940487.000000);EPSG:25832
APP_KFZ_PEGEL_37115;2395;August-Krogmann-Straße SO Am Luisenhof T258;;06.02.2024;POINT (573930.000000 5940394.000000);EPSG:25832
APP_KFZ_PEGEL_37116;2398;Am Luisenhof W August-Krogmann-Straße T259;;18.11.2004;POINT (573830.000000 5940424.000000);EPSG:25832
APP_KFZ_PEGEL_37117;2402;Langenhorner Chaussee N Erdkampsweg T126;;15.01.2004;POINT (567189.000000 5943399.000000);EPSG:25832
APP_KFZ_PEGEL_37118;2404;Erdkampsweg O Langenhorner Chaussee T43;;15.01.2004;POINT (567237.000000 5943332.000000);EPSG:25832
APP_KFZ_PEGEL_37119;2406;Alsterkrugchaussee S Erdkampsweg T42;;15.01.2004;POINT (567174.000000 5943298.000000);EPSG:25832
APP_KFZ_PEGEL_37120;2413;Bramfelder Chaussee NO Berner Chaussee T274;;05.01.2004;POINT (571504.000000 5941746.000000);EPSG:25832
APP_KFZ_PEGEL_37121;2414;Berner Chaussee O Bramfelder Chaussee T275;;05.01.2004;POINT (571541.000000 5941644.000000);EPSG:25832
APP_KFZ_PEGEL_37122;2417;Bramfelder Chaussee SW Berner Chaussee T276;;06.02.2024;POINT (571412.000000 5941617.000000);EPSG:25832
APP_KFZ_PEGEL_37123;2424;Jahnbrücke O Saarlandstraße T93;;12.04.2005;POINT (568447.000000 5939642.000000);EPSG:25832
APP_KFZ_PEGEL_37124;2426;Saarlandstraße S Jahnbrücke T91;;12.04.2005;POINT (568254.000000 5939370.000000);EPSG:25832
APP_KFZ_PEGEL_37125;2428;Jahnring W Saarlandstraße T92;;09.06.2009;POINT (567988.000000 5939526.000000);EPSG:25832
APP_KFZ_PEGEL_37126;2433;Bergstedter Chaussee NO Volksdorfer Grenzweg (Landesgrenze) T347;;30.03.2023;POINT (575500.000000 5948163.000000);EPSG:25832
APP_KFZ_PEGEL_37127;2442;Saseler Chaussee N Stadtbahnstraße T45;;28.04.2004;POINT (573179.000000 5945640.000000);EPSG:25832
APP_KFZ_PEGEL_37128;2444;Stadtbahnstraße O Saseler Chaussee T98;;28.04.2004;POINT (573234.000000 5945565.000000);EPSG:25832
APP_KFZ_PEGEL_37129;2446;Saseler Chaussee S Stadtbahnstraße T99;;28.04.2004;POINT (573137.000000 5945481.000000);EPSG:25832
APP_KFZ_PEGEL_37130;2448;Stadtbahnstraße W Saseler Chaussee T46;;28.04.2004;POINT (573080.000000 5945534.000000);EPSG:25832
APP_KFZ_PEGEL_37131;2452;Brombeerweg N Ratsmühlendamm T285;;28.03.2019;POINT (567900.000000 5942565.000000);EPSG:25832
APP_KFZ_PEGEL_37132;2462;Langenhorner Chaussee N Krohnstieg T102;;15.01.2004;POINT (566754.000000 5944963.000000);EPSG:25832
APP_KFZ_PEGEL_37133;2464;Krohnstieg O Langenhorner Chaussee T100;;15.01.2004;POINT (566830.000000 5944935.000000);EPSG:25832
APP_KFZ_PEGEL_37134;2466;Langenhorner Chaussee S Krohnstieg T103;;15.01.2004;POINT (566810.000000 5944855.000000);EPSG:25832
APP_KFZ_PEGEL_37135;2468;Krohnstieg W Langenhorner Chaussee T101;;15.01.2004;POINT (566726.000000 5944881.000000);EPSG:25832
APP_KFZ_PEGEL_37136;2477;Meiendorfer Straße NO Nornenweg (Landesgrenze) T28;;30.03.2023;POINT (578842.000000 5943890.000000);EPSG:25832
APP_KFZ_PEGEL_37137;2478;Eulenkrugstraße O Im Meienthun (Landesgrenze) T96;;03.02.2005;POINT (578909.000000 5944496.000000);EPSG:25832
APP_KFZ_PEGEL_37138;2483;Sieker Landstraße NO Stapelfelder Straße T250;;14.11.2006;POINT (577269.000000 5940331.000000);EPSG:25832
APP_KFZ_PEGEL_37139;2484;Stapelfelder Straße O Sieker Landstraße T251;;24.08.2004;POINT (577269.000000 5940284.000000);EPSG:25832
APP_KFZ_PEGEL_37140;2488;Rahlstedter Straße W Sieker Landstraße T252;;24.08.2004;POINT (577190.000000 5940296.000000);EPSG:25832
APP_KFZ_PEGEL_37141;2498;Wedeler Landstraße W Schulauer Moorweg (Landesgrenze) T312;;13.06.2024;POINT (548850.000000 5937616.000000);EPSG:25832
APP_KFZ_PEGEL_37142;2504;Nincoper Straße O Nincoper Ort T298;;20.06.2024;POINT (553132.000000 5929771.000000);EPSG:25832
APP_KFZ_PEGEL_37143;2518;Neuenfelder Hauptdeich W Am Rosengarten T297;;20.06.2024;POINT (553608.000000 5931470.000000);EPSG:25832
APP_KFZ_PEGEL_37144;2522;Schenefelder Landstraße N Holtbarg (Landesgrenze) T138;;25.08.2020;POINT (554441.000000 5937584.000000);EPSG:25832
APP_KFZ_PEGEL_37145;2538;Schulauer Weg W Tinsdaler Heideweg (Landesgrenze) T137;;25.08.2020;POINT (548710.000000 5935917.000000);EPSG:25832
APP_KFZ_PEGEL_37146;2541;Elbchaussee NW Schenefelder Landstraße T64;;25.08.2020;POINT (554479.000000 5934984.000000);EPSG:25832
APP_KFZ_PEGEL_37147;2552;Schenefelder Landstraße N Elbchaussee T65;;25.08.2020;POINT (554569.000000 5935016.000000);EPSG:25832
APP_KFZ_PEGEL_37148;2568;Ottenser Marktplatz W Museumstraße T119;;13.08.2020;POINT (561857.000000 5933621.000000);EPSG:25832
APP_KFZ_PEGEL_37149;2578;Klopstockstraße W Kaistraße T33;;13.08.2020;POINT (561857.000000 5933469.000000);EPSG:25832
APP_KFZ_PEGEL_37150;2584;Neuhöfer Straße O Neuhöfer Damm (Reiherstiegbrücke) T332;;31.12.2023;POINT (564404.000000 5929712.000000);EPSG:25832
APP_KFZ_PEGEL_37151;2592;Rentzelstraße N  St. Petersburger Straße T313;;14.02.2019;POINT (564671.000000 5935349.000000);EPSG:25832
APP_KFZ_PEGEL_37152;2607;Eppendorfer Weg SW Falkenried T310;;29.10.2020;POINT (564523.000000 5937553.000000);EPSG:25832
APP_KFZ_PEGEL_37153;2616;Ebertallee S Luruper Chaussee T305;;25.08.2020;POINT (559014.000000 5936360.000000);EPSG:25832
APP_KFZ_PEGEL_37154;2621;Am Barls NW Rapsweg (Landesgrenze) T139;;23.01.2020;POINT (556229.000000 5939006.000000);EPSG:25832
APP_KFZ_PEGEL_37155;2634;Stresemannstraße O Kohlentwiete T311;;06.02.2024;POINT (561765.000000 5935366.000000);EPSG:25832
APP_KFZ_PEGEL_37156;2641;Stresemannstraße NW Neuer Pferdemarkt T35;;05.01.2004;POINT (563764.000000 5934860.000000);EPSG:25832
APP_KFZ_PEGEL_37157;2642;Neuer Pferdemarkt N Stresemannstraße T36;;05.01.2004;POINT (563860.000000 5934851.000000);EPSG:25832
APP_KFZ_PEGEL_37158;2646;Neuer Pferdemarkt S Stresemannstraße T129;;05.01.2004;POINT (563860.000000 5934724.000000);EPSG:25832
APP_KFZ_PEGEL_37159;2658;Finkenwerder Straße W Dradenauer Deichweg T296;;28.01.2020;POINT (559297.000000 5930074.000000);EPSG:25832
APP_KFZ_PEGEL_37160;2662;Kieler Straße N Langenfelder Straße T172;;08.02.2024;POINT (562524.000000 5936022.000000);EPSG:25832
APP_KFZ_PEGEL_37161;2672;Kieler Straße N Warnstedtstraße T164;;03.02.2004;POINT (561802.000000 5937648.000000);EPSG:25832
APP_KFZ_PEGEL_37162;2675;Langenfelder Damm SO Kieler Straße T165;;03.02.2004;POINT (561871.000000 5937537.000000);EPSG:25832
APP_KFZ_PEGEL_37163;2676;Kieler Straße S Langenfelder Damm T166;;07.09.2010;POINT (561824.000000 5937504.000000);EPSG:25832
APP_KFZ_PEGEL_37164;2682;Holstenstraße N Max-Brauer-Allee T173;;29.09.2005;POINT (562849.000000 5934936.000000);EPSG:25832
APP_KFZ_PEGEL_37165;2683;Max-Brauer-Allee NO Holstenstraße T174;;10.02.2004;POINT (562954.000000 5934878.000000);EPSG:25832
APP_KFZ_PEGEL_37166;2686;Holstenstraße S Max-Brauer-Allee T175;;10.02.2004;POINT (562905.000000 5934759.000000);EPSG:25832
APP_KFZ_PEGEL_37167;2687;Max-Brauer-Allee SW Holstenstraße T176;;08.02.2024;POINT (562833.000000 5934807.000000);EPSG:25832
APP_KFZ_PEGEL_37168;2691;Schäferkampsallee NW Beim Schlump T182;;05.01.2004;POINT (564191.000000 5935886.000000);EPSG:25832
APP_KFZ_PEGEL_37169;2693;Beim Schlump NO Schäferkampsallee T179;;05.01.2004;POINT (564287.000000 5935863.000000);EPSG:25832
APP_KFZ_PEGEL_37170;2695;Schröderstiftstraße SO Beim Schlump T180;;05.01.2004;POINT (564312.000000 5935797.000000);EPSG:25832
APP_KFZ_PEGEL_37171;2697;Kleiner Schäferkamp SW Schäferkampsallee T181;;05.01.2004;POINT (564179.000000 5935802.000000);EPSG:25832
APP_KFZ_PEGEL_37172;2702;Hoheluftchaussee N Gärtnerstraße T135;;22.01.2004;POINT (564162.000000 5937745.000000);EPSG:25832
APP_KFZ_PEGEL_37173;2703;Breitenfelder Straße NO Hoheluftchaussee T39;;22.01.2004;POINT (564240.000000 5937705.000000);EPSG:25832
APP_KFZ_PEGEL_37174;2705;Hoheluftchaussee SO Gärtnerstraße T40;;08.02.2024;POINT (564225.000000 5937627.000000);EPSG:25832
APP_KFZ_PEGEL_37175;2707;Gärtnerstraße SW Hoheluftchaussee T116;;22.01.2004;POINT (564131.000000 5937670.000000);EPSG:25832
APP_KFZ_PEGEL_37176;2713;Rugenfeld NO Osdorfer Landstraße T25;;26.02.2004;POINT (555482.000000 5936514.000000);EPSG:25832
APP_KFZ_PEGEL_37177;2714;Osdorfer Landstraße O Rugenfeld T66;;26.02.2004;POINT (555520.000000 5936407.000000);EPSG:25832
APP_KFZ_PEGEL_37178;2717;Isfeldstraße SW Osdorfer Landstraße T124;;26.02.2004;POINT (555396.000000 5936357.000000);EPSG:25832
APP_KFZ_PEGEL_37179;2718;Osdorfer Landstraße W Rugenfeld T24;;02.11.2023;POINT (555331.000000 5936466.000000);EPSG:25832
APP_KFZ_PEGEL_37180;2728;Baumwall W Niederbaumbrücke T198;;22.09.2020;POINT (564994.000000 5933260.000000);EPSG:25832
APP_KFZ_PEGEL_37181;2738;Ludwig-Erhard-Straße W Admiralitätstraße T197;;17.01.2019;POINT (565179.000000 5933720.000000);EPSG:25832
APP_KFZ_PEGEL_37182;2742;Stadthausbrücke N Neuer Wall T196;;22.09.2020;POINT (565320.000000 5933983.000000);EPSG:25832
APP_KFZ_PEGEL_37183;2751;Jungfernstieg NW Neuer Wall T195;;22.09.2020;POINT (565751.000000 5934282.000000);EPSG:25832
APP_KFZ_PEGEL_37184;2762;Neuer Jungfernstieg N Esplanade T190;;15.09.2020;POINT (565824.000000 5934824.000000);EPSG:25832
APP_KFZ_PEGEL_37185;2772;Dammtordamm N Esplanade T189;;17.08.2021;POINT (565539.000000 5934892.000000);EPSG:25832
APP_KFZ_PEGEL_37186;2783;St. Benedictstraße NO Heilwigstraße T188;;10.11.2022;POINT (565898.000000 5937664.000000);EPSG:25832
APP_KFZ_PEGEL_37187;2792;Heilwigstraße N Isestraße T187;;10.11.2022;POINT (565800.000000 5937761.000000);EPSG:25832
APP_KFZ_PEGEL_37188;2802;Oderfelder Straße N Isestraße T186;;11.04.2019;POINT (565424.000000 5937788.000000);EPSG:25832
APP_KFZ_PEGEL_37189;2815;Eppendorfer Baum SO Hegestraße T185;;29.10.2020;POINT (565151.000000 5937649.000000);EPSG:25832
APP_KFZ_PEGEL_37190;2826;Lehmweg S Hegestraße T184;;29.10.2020;POINT (564865.000000 5937462.000000);EPSG:25832
APP_KFZ_PEGEL_37191;2833;Martinistraße NO Lokstedter Steindamm T183;;29.10.2020;POINT (564186.000000 5937958.000000);EPSG:25832
APP_KFZ_PEGEL_37192;2848;St. Pauli Hafenstraße W Helgoländer Allee T178;;11.06.2024;POINT (564146.000000 5933460.000000);EPSG:25832
APP_KFZ_PEGEL_37193;2854;Feldstraße O Sternstraße T177;;27.10.2020;POINT (564094.000000 5934710.000000);EPSG:25832
APP_KFZ_PEGEL_37194;2868;Platz der Republik W Max-Brauer-Allee T171;;13.08.2020;POINT (561974.000000 5933897.000000);EPSG:25832
APP_KFZ_PEGEL_37195;2878;Julius-Leber-Straße W Harkortstraße T170;;13.08.2020;POINT (561943.000000 5934498.000000);EPSG:25832
APP_KFZ_PEGEL_37196;2884;Plöner Straße O Schleswiger Straße T169;;13.08.2020;POINT (561862.000000 5935728.000000);EPSG:25832
APP_KFZ_PEGEL_37197;2898;Holstenkamp W Große Bahnstraße T168;;22.10.2020;POINT (561625.000000 5936452.000000);EPSG:25832
APP_KFZ_PEGEL_37198;2908;Sportplatzring O Kieler Straße T163;;06.02.2024;POINT (561740.000000 5938589.000000);EPSG:25832
APP_KFZ_PEGEL_37199;2915;Luruper Chaussee SO Ebertallee T144;;25.08.2020;POINT (559137.000000 5936439.000000);EPSG:25832
APP_KFZ_PEGEL_37200;2921;Kieler Straße NW A7 AS HH-Stellingen T38;;28.02.2008;POINT (561027.000000 5939044.000000);EPSG:25832
APP_KFZ_PEGEL_37201;2925;Kieler Straße SO A7 AS HH-Stellingen T118;;06.02.2024;POINT (561205.000000 5938833.000000);EPSG:25832
APP_KFZ_PEGEL_37202;2927;A7 SW AS HH-Stellingen T117;;28.02.2008;POINT (560935.000000 5938612.000000);EPSG:25832
APP_KFZ_PEGEL_37203;2932;A7 N AS HH-Bahrenfeld T69;;31.12.2020;POINT (559674.000000 5935877.000000);EPSG:25832
APP_KFZ_PEGEL_37204;2934;Bahrenfelder Marktplatz O AS HH-Bahrenfeld T68;;13.06.2024;POINT (559681.000000 5935489.000000);EPSG:25832
